bootstrap_replicate,bootstrap_statistic,n_contributing_bootstrap_clusters,n_unique_source_patients,n_source_patients_selected_more_than_once,n_bootstrap_copies_from_repeated_source_patients,n_profiles_from_repeated_source_patient_copies,n_pre_exclusion_zero_distance_external_candidates
1040,0.022153945075593623,34,23,10,21,132,156
1041,0.015379182568630162,34,22,7,19,86,170
1042,0.02713537886167431,34,20,9,23,123,212
1043,0.011833157238957615,34,21,13,26,118,118
1044,0.02926354386219861,34,19,11,26,131,184
1045,0.016684988889712968,34,23,10,21,100,124
1046,0.010592655104266505,34,19,11,26,109,154
1047,0.015357745431584913,34,21,8,21,103,176
1048,0.015501808998638861,34,17,9,26,162,374
1049,0.01775754168887685,34,21,10,23,111,144
1050,0.01821726627410977,34,23,7,18,87,150
1051,0.02057564059008713,34,24,8,18,87,114
1052,0.02117871593750898,34,24,7,17,84,128
1053,0.013728639237133612,34,20,7,21,99,212
1054,0.012844869702929362,34,21,9,22,88,142
1055,0.01733485759547414,34,21,7,20,125,320
1056,0.013488224501743959,34,22,11,23,111,120
1057,0.0050267135036448155,34,18,12,28,125,182
1058,0.011661824019038099,34,22,8,20,113,170
1059,0.021256529450317238,34,21,9,22,111,186
1060,0.0198140815724923,34,18,13,29,142,196
1061,0.010245445005326231,34,22,8,20,112,194
1062,0.02753895882335044,34,21,9,22,124,196
1063,0.012746923095182348,34,21,10,23,96,126
1064,0.009639534232597086,34,20,9,23,134,230
1065,0.025417157110724578,34,18,8,24,97,202
1066,0.017627720280619544,34,21,9,22,108,174
1067,0.01978076265349677,34,24,7,17,98,168
1068,0.011624213809244763,34,22,9,21,119,158
1069,0.014512112772821231,34,22,9,21,125,176
1070,0.016243258390721473,34,22,9,21,108,150
1071,0.01219120706247534,34,21,11,24,114,138
1072,0.021760845610203514,34,22,10,22,98,122
1073,0.013568376576827485,34,22,9,21,113,186
1074,0.00373294724958205,34,19,11,26,135,214
1075,0.010479045318107085,34,22,10,22,130,218
1076,0.01817021963906315,34,25,8,17,85,94
1077,0.01215596866435234,34,20,9,23,127,256
1078,0.008414862607484572,34,21,9,22,121,172
1079,0.026365145242571768,34,21,9,22,100,142
1080,0.013379797779644969,34,21,7,20,121,308
1081,0.011088524812567824,34,20,10,24,119,188
1082,0.02522538633981164,34,23,8,19,120,174
1083,0.028483878322312313,34,22,9,21,118,190
1084,0.014949563722130077,34,25,8,17,93,108
1085,0.023553560834888524,34,23,6,17,72,138
1086,0.017362131695841707,34,19,10,25,137,338
1087,0.020822644266126372,34,24,8,18,92,116
1088,0.018229744745692472,34,20,10,24,138,204
1089,0.009039761192105328,34,21,7,20,67,160
1090,0.015716220459077068,34,21,9,22,118,192
1091,0.01851575452145452,34,23,8,19,99,156
1092,0.009068869396346935,34,21,9,22,95,140
1093,0.02436076681716525,34,24,6,16,93,202
1094,0.01400904910822131,34,22,11,23,116,140
1095,0.009809990090686532,34,24,6,16,79,130
1096,0.00983199076550307,34,24,6,16,74,134
1097,0.012998120336903105,34,22,10,22,101,122
1098,0.025999056419379586,34,21,10,23,119,160
1099,0.025690842610100587,34,22,10,22,110,142
1100,0.01766549141799989,34,22,6,18,115,274
1101,0.015470895808995189,34,20,11,25,120,164
1102,0.014067062940687956,34,24,10,20,82,82
1103,0.014839793876510604,34,20,10,24,127,190
1104,0.013198606252291259,34,19,10,25,138,232
1105,0.022327367357499364,34,19,11,26,131,206
1106,0.014617255936875198,34,23,10,21,93,108
1107,0.01342806985671871,34,18,12,28,157,214
1108,0.011299509063653713,34,24,8,18,103,142
1109,0.022153945075593623,34,21,8,21,105,200
1110,0.009765365651721217,34,19,8,23,116,228
1111,0.010304592230775012,34,19,10,25,115,178
1112,0.013295645934379437,34,23,10,21,99,108
1113,0.008074296371766744,34,22,8,20,125,176
1114,0.015865470645469764,34,22,7,19,120,230
1115,0.021840801529918425,34,21,9,22,137,214
1116,0.014323444520114845,34,25,8,17,79,94
1117,0.013789095058232836,34,21,11,24,110,134
1118,0.013496114945749722,34,22,8,20,80,128
1119,0.011874023995715619,34,22,9,21,128,220
1120,0.016809791415659817,34,19,11,26,98,140
1121,0.01775625151651898,34,21,8,21,124,238
1122,0.011504970313189852,34,23,9,20,94,118
1123,0.01988776388670972,34,24,9,19,85,100
1124,0.016355558253734845,34,23,9,20,94,124
1125,0.01453252625719181,34,25,7,16,78,102
1126,0.021169906474247012,34,19,9,24,152,350
1127,0.013041150503462606,34,24,9,19,96,108
1128,0.010462631448695844,34,22,8,20,104,158
1129,0.015767257076950758,34,23,9,20,99,120
1130,0.014494101724131528,34,23,9,20,84,108
1131,0.007238875396280573,34,21,12,25,115,130
1132,0.015319545192554563,34,21,10,23,101,140
1133,0.023061807704184617,34,22,8,20,80,128
1134,0.012906359012313014,34,21,11,24,118,158
1135,0.0084258703722212,34,22,8,20,108,186
1136,0.017563784526463715,34,23,10,21,109,124
1137,0.03201476411899136,34,24,10,20,90,90
1138,0.012867718984778814,34,22,8,20,101,208
1139,0.014460216819565067,34,20,7,21,108,264
1140,0.02001965068823372,34,21,8,21,150,388
1141,0.012180744462669361,34,21,10,23,113,202
1142,0.012479440826170488,34,20,9,23,102,178
1143,0.01950423813129846,34,22,7,19,103,188
1144,0.013120023481411877,34,23,8,19,87,160
1145,0.012340903332418302,34,22,10,22,120,162
1146,0.020999712617746455,34,23,9,20,90,114
1147,0.02223964069427302,34,22,10,22,98,130
1148,0.010596890171539808,34,19,9,24,107,194
1149,0.015628055404531042,34,23,9,20,101,122
1150,0.01792344484331357,34,21,9,22,90,138
1151,0.01750716065221583,34,20,11,25,134,194
1152,0.012885486490133553,34,24,8,18,88,106
1153,0.02453184857583357,34,20,9,23,104,170
1154,0.01074185778511889,34,23,9,20,89,110
1155,0.016223821432655758,34,23,10,21,130,142
1156,0.01096539458568871,34,22,8,20,127,196
1157,0.019031444277539868,34,21,10,23,159,232
1158,0.008979386466320738,34,23,8,19,88,124
1159,0.02475138329029105,34,25,8,17,73,82
1160,0.01213229678767563,34,23,7,18,95,158
1161,0.013053956217554733,34,22,10,22,109,130
1162,0.026162683022684013,34,20,9,23,138,276
1163,0.020579771537191052,34,23,8,19,104,146
1164,0.03479239139086382,34,19,9,24,101,184
1165,0.019394073244967773,34,20,11,25,125,166
1166,0.017168995706193776,34,18,9,25,118,222
1167,0.013363632102493889,34,22,10,22,135,168
1168,0.013608352720369758,34,22,12,24,120,120
1169,0.01839997094974021,34,18,12,28,120,184
1170,0.013323449954785072,34,19,10,25,129,192
1171,0.01666703774305447,34,22,9,21,94,130
1172,0.020822644266126372,34,20,10,24,132,244
1173,0.025019581615060148,34,22,11,23,98,110
1174,0.0217955540000926,34,24,7,17,97,136
1175,0.012471508019197386,34,21,10,23,116,152
1176,0.016173514708097907,34,22,8,20,144,234
1177,0.012133250364198305,34,25,7,16,70,88
1178,0.035598204791344235,34,18,10,26,147,280
1179,0.012169971056163104,34,19,11,26,160,250
1180,0.0317761662824778,34,21,9,22,104,164
1181,0.01719780467931268,34,23,9,20,85,112
1182,0.01711116309947973,34,20,10,24,126,190
1183,0.009970594034287284,34,20,10,24,140,222
1184,0.014890768302144593,34,24,9,19,91,106
1185,0.01383716990978778,34,21,11,24,146,178
1186,0.02014631652156101,34,22,7,19,118,230
1187,0.011208987654018045,34,20,8,22,127,226
1188,0.030059775501946877,34,23,10,21,100,112
1189,0.010898656634594332,34,23,8,19,113,164
1190,0.013992117094737112,34,23,10,21,126,156
1191,0.012183973447973867,34,24,9,19,107,116
1192,0.02228960817839183,34,21,11,24,134,176
1193,0.014153987152429728,34,20,11,25,133,190
1194,0.01767398238202245,34,20,8,22,89,182
1195,0.01755155342295738,34,19,9,24,113,212
1196,0.02097206704389542,34,21,9,22,157,346
1197,0.011114329730810224,34,20,10,24,110,152
1198,0.015353328345032169,34,24,9,19,97,106
1199,0.022906775378091784,34,20,10,24,107,160
1200,0.01253664985631947,34,23,10,21,111,126
1201,0.01305619041334457,34,20,9,23,122,206
1202,0.012614246379008837,34,26,8,16,76,76
1203,0.00937453517604682,34,20,8,22,102,202
1204,0.026969023342470155,34,24,7,17,86,148
1205,0.014621718758548792,34,22,10,22,124,172
1206,0.01388437197042696,34,24,9,19,92,122
1207,0.026853911489022643,34,24,7,17,99,144
1208,0.01814516353637525,34,21,10,23,100,160
1209,0.01387725010788119,34,24,8,18,84,102
1210,0.020116721955963028,34,19,11,26,140,260
1211,0.013231256209376582,34,21,10,23,134,188
1212,0.016374844408685765,34,25,8,17,69,78
1213,0.01852316701881972,34,21,10,23,108,144
1214,0.026198676880588564,34,17,13,30,161,206
1215,0.011520995312105736,34,22,8,20,116,188
1216,0.014436059533663156,34,21,8,21,115,208
1217,0.0331550740248436,34,24,6,16,61,118
1218,0.02081510731868333,34,21,10,23,139,196
1219,0.024866020152129575,34,23,11,22,122,122
1220,0.01215911111182466,34,21,9,22,83,140
1221,0.0115890719080417,34,22,11,23,130,154
1222,0.015353328345032169,34,21,8,21,75,134
1223,0.019192273293483185,34,24,10,20,80,80
1224,0.014089249583004844,34,23,9,20,123,162
1225,0.02623827055882748,34,20,12,26,118,142
1226,0.0284358510341498,34,22,7,19,104,236
1227,0.018168686240233375,34,21,10,23,124,178
1228,0.014611338285645155,34,25,8,17,94,106
1229,0.01238021225340825,34,19,12,27,144,174
1230,0.009565131520645712,34,25,7,16,86,110
1231,0.014732001287163964,34,18,10,26,132,250
1232,0.010535917475565964,34,20,6,20,99,242
1233,0.014194641120602064,34,24,9,19,108,132
1234,0.014580958605267046,34,24,8,18,94,118
1235,0.012616874984693532,34,22,10,22,86,110
1236,0.012838045945319732,34,24,8,18,77,98
1237,0.013180463043731994,34,21,7,20,109,258
1238,0.01898573547543688,34,21,9,22,83,134
1239,0.01350949039878633,34,19,10,25,127,210
1240,0.015937898634227374,34,24,8,18,99,120
1241,0.01143144548534102,34,20,11,25,133,184
1242,0.023028519978049194,34,18,12,28,121,174
1243,0.01029725121608006,34,21,9,22,116,176
1244,0.027016168212252265,34,26,7,15,77,110
1245,0.0084258703722212,34,19,9,24,148,330
1246,0.016420423681931633,34,21,9,22,100,148
1247,0.009852158361885029,34,21,10,23,125,164
1248,0.012943514889309025,34,25,7,16,76,116
1249,0.020680857760464293,34,24,9,19,89,104
1250,0.028994710570435702,34,23,8,19,83,116
1251,0.018115628320318253,34,23,9,20,87,120
1252,0.009219753200323269,34,24,6,16,103,222
1253,0.01987085250061516,34,19,8,23,98,248
1254,0.018959368085427523,34,20,11,25,127,172
1255,0.03244819332471905,34,20,9,23,110,176
1256,0.010245445005326231,34,19,9,24,105,188
1257,0.013293551153871257,34,18,11,27,184,330
1258,0.011257326261017192,34,20,10,24,116,198
1259,0.011473427558133693,34,23,8,19,113,202
1260,0.013770818867936515,34,22,10,22,92,124
1261,0.007799583233325448,34,19,9,24,151,340
1262,0.012247377245237175,34,21,8,21,73,130
1263,0.019357956135121944,34,20,11,25,158,236
1264,0.011998547403901494,34,20,10,24,119,172
1265,0.014269104237658453,34,23,7,18,81,126
1266,0.00995450941788973,34,22,8,20,120,186
1267,0.013056698116622537,34,23,9,20,114,156
1268,0.019448576134383472,34,21,8,21,121,248
1269,0.022285446247138553,34,22,9,21,108,156
1270,0.01009416752956092,34,21,9,22,120,192
1271,0.015379182568630162,34,19,11,26,170,260
1272,0.008960405734127125,34,22,7,19,115,214
1273,0.013488508223210474,34,23,6,17,77,174
1274,0.030005292540823833,34,18,10,26,152,266
1275,0.02096542905148835,34,22,11,23,98,110
1276,0.015485996559603189,34,23,8,19,124,178
1277,0.008414862607484572,34,22,8,20,115,172
1278,0.010376543884698976,34,23,11,22,112,112
1279,0.024654420149055264,34,20,10,24,97,150
1280,0.010148739180270854,34,20,10,24,131,260
1281,0.013629214020679674,34,19,10,25,128,206
1282,0.029000877370041117,34,22,10,22,99,120
1283,0.01739540087006816,34,19,10,25,113,188
1284,0.018366343064219554,34,22,11,23,110,122
1285,0.018583300767224864,34,22,7,19,105,230
1286,0.017307588223209294,34,21,7,20,102,238
1287,0.018384667750183603,34,25,8,17,80,92
1288,0.015265165287576266,34,20,9,23,89,140
1289,0.012927863195318835,34,24,8,18,81,114
1290,0.010573806135659655,34,22,9,21,105,162
1291,0.01786335881833189,34,19,11,26,145,226
1292,0.012838045945319732,34,24,7,17,102,206
1293,0.01860485828820546,34,21,9,22,115,202
1294,0.012045816751510244,34,22,9,21,129,174
1295,0.01704539999223477,34,22,8,20,80,122
1296,0.00947727528459856,34,22,9,21,126,188
1297,0.022153945075593623,34,25,8,17,113,146
1298,0.010245445005326231,34,20,9,23,116,210
1299,0.011088787489810334,34,22,9,21,103,142
1300,0.009305047328194791,34,22,10,22,120,144
1301,0.030441078601590267,34,21,10,23,124,168
1302,0.0205243780696776,34,21,11,24,108,132
1303,0.010541058547368469,34,20,9,23,150,268
1304,0.015750833240050787,34,23,9,20,102,120
1305,0.013608350010204467,34,25,6,15,50,80
1306,0.012800386980150444,34,21,10,23,88,132
1307,0.019622274340801577,34,21,8,21,116,252
1308,0.023796828140009094,34,24,9,19,92,104
1309,0.006798714664129395,34,25,6,15,65,120
1310,0.020753350209457285,34,19,11,26,118,190
1311,0.015461762299012242,34,21,11,24,99,120
1312,0.023572676664787844,34,23,9,20,117,150
1313,0.011982585368031935,34,22,9,21,113,152
1314,0.013951891670611519,34,23,9,20,105,126
1315,0.008825479500089613,34,20,10,24,106,166
1316,0.020884624444136503,34,20,10,24,134,218
1317,0.020124083462928745,34,20,10,24,112,178
1318,0.012466192592423823,34,23,10,21,100,112
1319,0.023871320390412523,34,21,7,20,81,158
1320,0.015474816069649209,34,21,9,22,122,204
1321,0.014323444520114845,34,18,11,27,119,184
1322,0.0106714043976441,34,23,7,18,122,246
1323,0.01885423865893231,34,20,9,23,142,276
1324,0.012577330873756492,34,23,9,20,89,110
1325,0.011126778940790984,34,24,8,18,75,108
1326,0.0126600529981571,34,21,11,24,120,138
1327,0.01326655181506646,34,21,10,23,130,166
1328,0.01722861925097935,34,21,8,21,118,214
1329,0.00998680434082326,34,24,7,17,83,110
1330,0.019495440655648497,34,27,6,13,87,102
1331,0.025649432925130125,34,25,6,15,67,100
1332,0.014762864591108565,34,23,8,19,96,140
1333,0.013238273179296066,34,23,8,19,122,194
1334,0.01278509711381702,34,26,7,15,71,86
1335,0.013084871996863569,34,21,10,23,113,152
1336,0.010102068702410968,34,20,9,23,112,196
1337,0.014214168110087771,34,24,7,17,84,138
1338,0.006649540444356179,34,20,11,25,124,172
1339,0.010900460845294488,34,22,8,20,105,168
1340,0.020805438320114937,34,23,9,20,84,108
1341,0.013107244780909882,34,21,8,21,83,154
1342,0.011690434250564315,34,24,10,20,124,124
1343,0.01774227436487685,34,22,8,20,89,140
1344,0.012340518928170813,34,25,6,15,77,124
1345,0.015733206458892146,34,21,7,20,109,214
1346,0.023246912260575472,34,22,8,20,124,220
1347,0.01126748855337666,34,21,9,22,138,228
1348,0.030795736790174305,34,21,10,23,91,124
1349,0.00937453517604682,34,23,10,21,118,130
1350,0.013529713908393387,34,19,8,23,105,204
1351,0.013018326098805488,34,23,8,19,87,126
1352,0.007659016159296955,34,23,8,19,107,158
1353,0.01684189317765731,34,21,10,23,120,186
1354,0.01290157009829759,34,24,9,19,69,78
1355,0.02965392458443655,34,22,11,23,136,148
1356,0.02602875627034997,34,22,10,22,116,204
1357,0.01056446859780373,34,21,10,23,101,140
1358,0.025016662454943803,34,23,8,19,98,158
1359,0.013883236779433317,34,25,7,16,79,100
1360,0.017462857424314804,34,20,9,23,122,188
1361,0.02629393559551288,34,20,9,23,110,188
1362,0.013198606252291259,34,22,10,22,82,112
1363,0.010792061016369318,34,24,9,19,109,124
1364,0.011185827995913708,34,20,11,25,100,130
1365,0.008166163561337404,34,24,7,17,72,102
1366,0.020263300971703,34,23,7,18,83,140
1367,0.01342806985671871,34,20,8,22,100,178
1368,0.015219301922432364,34,23,9,20,89,116
1369,0.022892653089056553,34,21,10,23,94,130
1370,0.022112503146396817,34,22,10,22,91,112
1371,0.009019167004265582,34,24,8,18,96,120
1372,0.010035754106190356,34,22,9,21,133,228
1373,0.01470196530243087,34,24,9,19,107,116
1374,0.009712993300765305,34,22,9,21,97,144
1375,0.026832126200888307,34,20,10,24,118,190
1376,0.007884738336876362,34,20,11,25,133,180
1377,0.010001072405283244,34,21,8,21,100,192
1378,0.013608350010204467,34,24,8,18,90,114
1379,0.02257146669485513,34,22,9,21,100,160
1380,0.012591597590456936,34,24,7,17,70,100
1381,0.01662123945442919,34,21,9,22,100,148
1382,0.012693252767705835,34,21,10,23,148,212
1383,0.015856667394960305,34,22,10,22,144,192
1384,0.010345432476935056,34,20,10,24,86,128
1385,0.021661633266009617,34,20,9,23,112,184
1386,0.01072926965132235,34,23,9,20,99,144
1387,0.012969983892701972,34,23,8,19,93,120
1388,0.016255491617176356,34,20,10,24,113,174
1389,0.010627609634519669,34,23,8,19,84,120
1390,0.010065077603312319,34,19,10,25,118,202
1391,0.013742633833460853,34,23,9,20,119,158
1392,0.016451806354819777,34,23,9,20,124,166
1393,0.018251627667434506,34,19,10,25,128,244
1394,0.03209508410326058,34,18,10,26,114,210
1395,0.01304256972432095,34,21,10,23,127,174
1396,0.006903169711109339,34,19,11,26,131,188
1397,0.014323444520114845,34,20,10,24,134,216
1398,0.010244432453428522,34,25,5,14,61,128
1399,0.029826434626880814,34,23,10,21,124,142
1400,0.013557923888049803,34,23,8,19,73,106
1401,0.026152139560001147,34,19,12,27,108,144
1402,0.01481775896934603,34,20,9,23,126,250
1403,0.0274080849571983,34,25,9,18,110,110
1404,0.025690842610100587,34,19,11,26,130,186
1405,0.013713194463522382,34,22,8,20,119,188
1406,0.010177770655052435,34,18,12,28,149,206
1407,0.03042150081789497,34,20,11,25,100,136
1408,0.008581501756727727,34,18,9,25,91,180
1409,0.02319238310888556,34,21,11,24,128,152
1410,0.01944148458846479,34,21,7,20,99,260
1411,0.012827139739680277,34,24,9,19,115,148
1412,0.009784125939903195,34,23,9,20,112,160
1413,0.025348879895728454,34,22,10,22,101,122
1414,0.0173756048661906,34,20,9,23,126,204
1415,0.01885038310781806,34,21,9,22,101,146
1416,0.010627609634519669,34,18,9,25,104,248
1417,0.01273446924608293,34,19,9,24,145,294
1418,0.012999952639751882,34,20,11,25,110,146
1419,0.013978212202308118,34,20,10,24,125,188
1420,0.013844727984166978,34,21,11,24,140,164
1421,0.030520648212460658,34,20,11,25,123,156
1422,0.030795736790174305,34,20,10,24,116,164
1423,0.02615629888038952,34,25,9,18,84,84
1424,0.01383471136777217,34,21,9,22,125,206
1425,0.0336386554221155,34,24,9,19,104,116
1426,0.011833157238957615,34,19,8,23,111,210
1427,0.01700366914023876,34,20,8,22,98,190
1428,0.013566116954863015,34,20,7,21,143,312
1429,0.016304269028442245,34,22,9,21,114,176
1430,0.012054673093658846,34,24,6,16,87,152
1431,0.013445993074960388,34,24,9,19,101,116
1432,0.010636506836053078,34,22,10,22,77,98
1433,0.024211327731997745,34,20,10,24,152,242
1434,0.015854287579146403,34,21,10,23,103,150
1435,0.014668945575981591,34,22,11,23,100,112
1436,0.012991467948240906,34,23,8,19,107,196
1437,0.01192849172516608,34,19,10,25,123,198
1438,0.02231163384509986,34,19,13,28,144,192
1439,0.013635184963899413,34,22,10,22,108,140
1440,0.014797079673642723,34,20,11,25,181,346
1441,0.018393357506400088,34,18,9,25,113,244
1442,0.016962098010884875,34,21,10,23,95,122
1443,0.01789518920336522,34,22,8,20,79,124
1444,0.016558695090001185,34,20,11,25,95,144
1445,0.03159938918675073,34,19,9,24,98,184
1446,0.02368966570770263,34,22,9,21,104,140
1447,0.029800022726494506,34,20,9,23,110,182
1448,0.006345907228870018,34,17,12,29,146,254
1449,0.024448016061444155,34,23,8,19,68,98
1450,0.020411037304693742,34,24,8,18,92,134
1451,0.011842514892469753,34,19,8,23,135,266
1452,0.017576813790009707,34,22,9,21,107,146
1453,0.015517093585312294,34,22,8,20,105,174
1454,0.01867648317577926,34,25,7,16,82,130
1455,0.025168709908529957,34,21,9,22,86,142
1456,0.01683693623570337,34,22,10,22,105,126
1457,0.009695876217041533,34,19,11,26,115,180
1458,0.021980042239638932,34,21,10,23,138,200
1459,0.013268551111852,34,23,9,20,106,170
1460,0.011055469340175421,34,23,6,17,61,130
1461,0.022617021680741423,34,21,10,23,103,142
1462,0.020265847799717053,34,19,10,25,154,364
1463,0.009996428550667732,34,20,10,24,128,188
1464,0.012665177342761604,34,20,10,24,90,146
1465,0.010181247059471377,34,23,9,20,96,114
1466,0.020257242228710795,34,20,9,23,100,184
1467,0.011258233038658153,34,21,8,21,113,206
1468,0.032228150991786275,34,21,9,22,129,198
1469,0.030984179898894952,34,24,8,18,77,98
1470,0.009957468167775055,34,20,9,23,142,238
1471,0.012002773505498634,34,24,9,19,95,110
1472,0.011186281384734188,34,24,9,19,100,124
1473,0.00980133866883487,34,23,10,21,136,166
1474,0.028338170169650817,34,22,9,21,107,158
1475,0.01913371609148278,34,20,8,22,89,186
1476,0.006420704276248204,34,18,9,25,114,224
1477,0.009656079851358912,34,17,11,28,147,290
1478,0.01719581314799971,34,21,10,23,107,140
1479,0.010826389291837477,34,20,9,23,141,346
1480,0.006934903983076293,34,22,10,22,114,154
1481,0.025906022140839785,34,23,9,20,88,118
1482,0.01831960908684039,34,20,10,24,109,166
1483,0.011882151745981298,34,22,8,20,121,174
1484,0.012287452130003283,34,22,10,22,121,148
1485,0.00524522273898842,34,24,7,17,85,132
1486,0.016266973176649175,34,23,8,19,101,140
1487,0.011947243255352399,34,21,8,21,96,172
1488,0.02689617179328199,34,20,10,24,154,258
1489,0.02110364922439969,34,22,10,22,106,130
1490,0.01834048085893803,34,23,9,20,112,136
1491,0.0259734659820548,34,23,9,20,105,126
1492,0.015218920609872913,34,21,9,22,114,182
1493,0.02314559565638748,34,23,8,19,108,168
1494,0.005836509817987667,34,20,9,23,89,152
1495,0.02681732336775313,34,22,8,20,134,296
1496,0.01729967845847398,34,18,10,26,109,178
1497,0.02088114892629187,34,22,10,22,100,132
1498,0.00937453517604682,34,23,9,20,129,168
1499,0.015455638769834731,34,23,10,21,115,130
1500,0.016752368642325547,34,23,9,20,88,124
1501,0.017643951009382285,34,23,10,21,104,134
1502,0.01357945581263744,34,22,10,22,120,150
1503,0.024185414477345485,34,19,11,26,129,174
1504,0.031173445862789147,34,22,10,22,121,148
1505,0.008407549934893739,34,19,8,23,139,304
1506,0.009897368498666365,34,22,8,20,110,242
1507,0.013194996835092856,34,23,8,19,69,96
1508,0.028258225544300408,34,22,8,20,102,168
1509,0.01589764892094759,34,25,9,18,86,86
1510,0.012719987825466954,34,20,11,25,130,180
1511,0.030162169439405126,34,21,8,21,139,346
1512,0.030107483303647865,34,18,12,28,106,148
1513,0.014604533936830158,34,19,9,24,119,226
1514,0.012106404771055138,34,21,8,21,104,204
1515,0.01084286251876989,34,19,12,27,140,176
1516,0.02011491115562008,34,24,9,19,117,150
1517,0.0170602104434975,34,27,7,14,62,62
1518,0.02583286026123325,34,22,9,21,73,106
1519,0.015253154486115732,34,24,8,18,117,162
1520,0.014248350240007257,34,22,7,19,105,224
1521,0.020835709714935927,34,22,9,21,96,132
1522,0.011185827995913708,34,22,9,21,114,156
1523,0.02643156959516417,34,24,7,17,99,172
1524,0.014323444520114845,34,19,9,24,102,174
1525,0.016871514768617875,34,23,9,20,84,120
1526,0.014837035561206198,34,21,11,24,129,150
1527,0.022749036641935214,34,22,10,22,102,144
1528,0.011718729288579682,34,21,8,21,83,156
1529,0.015572630950824132,34,23,8,19,117,206
1530,0.009943187239902635,34,23,9,20,102,166
1531,0.018649123730858454,34,23,8,19,103,142
1532,0.012688482334669089,34,23,8,19,107,158
1533,0.018731270667634522,34,21,11,24,113,140
1534,0.013149975161241657,34,22,8,20,93,144
1535,0.009150031408103092,34,24,7,17,95,168
1536,0.014608557522041293,34,22,7,19,85,144
1537,0.030522479221451917,34,21,7,20,110,220
1538,0.012683547913461067,34,22,10,22,137,182
1539,0.01312089257962554,34,23,8,19,78,130
1540,0.02581015419162864,34,21,8,21,113,170
1541,0.0047536123734918286,34,22,8,20,91,150
1542,0.012965215802108021,34,22,11,23,132,162
1543,0.016031056782221054,34,22,10,22,107,140
1544,0.02033788540937232,34,23,9,20,108,172
1545,0.014461190046186602,34,21,7,20,148,316
1546,0.01691010862280596,34,19,9,24,123,240
1547,0.007155279700386957,34,18,12,28,136,204
1548,0.021784219368095416,34,22,11,23,115,124
1549,0.013057803824519355,34,21,10,23,132,224
1550,0.013697388940983116,34,25,7,16,87,114
1551,0.011803929668842101,34,23,9,20,86,110
1552,0.025892268474960754,34,23,11,22,136,136
1553,0.012553365947004718,34,21,11,24,146,170
1554,0.033115223668116464,34,20,10,24,140,222
1555,0.0258267845821683,34,22,10,22,105,126
1556,0.014754174666020144,34,22,9,21,115,170
1557,0.02267380263116879,34,23,8,19,110,220
1558,0.013470106121613385,34,22,8,20,94,142
1559,0.01850162406239008,34,22,8,20,121,230
1560,0.012283103463571171,34,21,10,23,157,220
1561,0.012980859418319713,34,20,7,21,74,182
1562,0.023984268099490252,34,23,8,19,108,158
1563,0.01081127026137512,34,25,8,17,71,80
1564,0.02593066285325641,34,21,9,22,95,152
1565,0.018509280806696234,34,21,9,22,97,162
1566,0.03062084619863341,34,19,10,25,138,240
1567,0.024476327980877705,34,23,8,19,103,154
1568,0.010392365382697388,34,20,9,23,136,232
1569,0.024527668055870283,34,22,9,21,121,178
1570,0.0157249401021729,34,23,10,21,119,134
1571,0.017552514463766197,34,22,7,19,75,132
1572,0.01263216148002165,34,20,11,25,113,146
1573,0.007077388741016669,34,22,7,19,134,246
1574,0.01826767410456555,34,22,10,22,96,120
1575,0.026151341264764698,34,24,8,18,70,94
1576,0.029094114325384095,34,24,8,18,101,140
1577,0.02595672063213263,34,20,9,23,119,192
1578,0.020792184078571963,34,24,6,16,62,116
1579,0.014787904146709923,34,19,11,26,127,178
1580,0.019266910408437643,34,26,6,14,77,122
1581,0.010216696205544905,34,22,9,21,108,152
1582,0.010975648626713384,34,21,10,23,118,160
1583,0.017295071503214174,34,20,10,24,96,146
1584,0.01856722377388703,34,21,9,22,106,164
1585,0.010607253127071808,34,22,9,21,126,180
1586,0.008733105474017205,34,22,9,21,97,146
1587,0.015327756293910352,34,21,10,23,127,178
1588,0.027429068129236372,34,22,8,20,113,182
1589,0.01179797370035382,34,22,10,22,127,154
1590,0.018062423382427528,34,24,8,18,67,88
1591,0.018340109512278352,34,21,10,23,136,198
1592,0.01799982598676869,34,21,9,22,127,204
1593,0.03014482623251944,34,19,12,27,149,212
1594,0.0251747002768265,34,24,9,19,94,112
1595,0.01387717118786462,34,21,10,23,135,210
1596,0.015423850656395253,34,21,8,21,146,326
1597,0.01928837465646831,34,22,10,22,107,128
1598,0.02622978618176649,34,23,9,20,102,182
1599,0.03284471046764123,34,20,10,24,117,188
1600,0.011760275400049716,34,23,9,20,111,138
1601,0.004355842136198846,34,22,10,22,128,188
1602,0.01227814145388291,34,22,10,22,120,156
1603,0.013402296137605046,34,23,8,19,76,106
1604,0.033641898337079125,34,20,9,23,88,196
1605,0.02476522116431845,34,20,10,24,107,158
1606,0.02296969633094742,34,23,10,21,93,108
1607,0.011050315885022817,34,23,8,19,89,128
1608,0.0125158695434404,34,20,9,23,97,162
1609,0.020975987657862745,34,27,7,14,82,82
1610,0.012172530302709858,34,23,9,20,114,132
1611,0.017926697687320386,34,23,8,19,84,128
1612,0.017218746160013187,34,21,10,23,93,134
1613,0.030924587269089282,34,21,9,22,119,182
1614,0.01249142407702496,34,22,9,21,107,152
1615,0.013447013711566959,34,23,11,22,148,148
1616,0.011114329730810224,34,24,6,16,74,134
1617,0.027170705182800514,34,19,10,25,105,204
