bootstrap_replicate,bootstrap_statistic,n_contributing_bootstrap_clusters,n_unique_source_patients,n_source_patients_selected_more_than_once,n_bootstrap_copies_from_repeated_source_patients,n_profiles_from_repeated_source_patient_copies,n_pre_exclusion_zero_distance_external_candidates
1,0.013446553607209935,34,24,9,19,78,90
2,0.015139588488505829,34,22,11,23,119,134
3,0.022892653089056553,34,23,10,21,103,112
4,0.013398731251293806,34,19,10,25,108,176
5,0.014089047241480038,34,24,8,18,88,118
6,0.031199766835862362,34,22,10,22,106,136
7,0.011653437358683762,34,21,10,23,134,206
8,0.006417819767164351,34,19,10,25,115,172
9,0.012826924882226476,34,20,9,23,112,198
10,0.020021454457765167,34,20,10,24,118,190
11,0.02794302359201492,34,23,8,19,103,150
12,0.01754671504569187,34,21,9,22,114,196
13,0.01700252959705523,34,21,8,21,111,190
14,0.01215596866435234,34,22,11,23,134,146
15,0.014496386025590655,34,21,8,21,83,148
16,0.01509755081108434,34,21,9,22,112,168
17,0.031782022571119034,34,22,8,20,139,214
18,0.013663686997531885,34,22,9,21,80,110
19,0.02292298417428261,34,22,8,20,133,248
20,0.02437211549561482,34,22,10,22,127,160
21,0.011581578909709837,34,19,12,27,139,184
22,0.011439548894368518,34,20,10,24,106,170
23,0.012087122151879806,34,26,7,15,74,86
24,0.013396624082367754,34,19,11,26,166,278
25,0.012176406626878366,34,22,9,21,87,136
26,0.018066545273610568,34,22,7,19,103,232
27,0.006950119065299465,34,21,11,24,144,180
28,0.009516277774420025,34,20,10,24,166,326
29,0.03184083082875311,34,23,8,19,104,156
30,0.022078428227462997,34,23,9,20,98,116
31,0.014791024739213426,34,22,10,22,125,152
32,0.016932883388316222,34,24,10,20,82,82
33,0.012452482619549041,34,24,9,19,94,106
34,0.017284627397476233,34,24,10,20,128,128
35,0.009128545895253345,34,19,9,24,138,324
36,0.00937453517604682,34,21,10,23,102,138
37,0.00834896803702638,34,21,10,23,104,140
38,0.012833987839731078,34,24,8,18,90,120
39,0.025895307151121226,34,24,10,20,120,120
40,0.028954820475079343,34,20,8,22,89,180
41,0.029716226551618662,34,21,9,22,141,234
42,0.02214723584044085,34,21,11,24,121,160
43,0.025067910384276863,34,21,9,22,137,218
44,0.008894698891765696,34,21,10,23,125,228
45,0.01418830941060311,34,24,9,19,90,102
46,0.02241320049788062,34,21,9,22,100,160
47,0.01907815018773032,34,21,7,20,109,210
48,0.015547031817566039,34,20,8,22,103,180
49,0.01842648149764637,34,24,7,17,129,242
50,0.016833229374438506,34,21,8,21,108,210
51,0.0301416156928141,34,22,9,21,119,170
52,0.013518885085911161,34,19,9,24,89,166
53,0.03217292035843143,34,22,9,21,118,166
54,0.014392631734747082,34,20,8,22,125,228
55,0.014903476586160688,34,27,7,14,72,72
56,0.025790949586954444,34,20,8,22,118,244
57,0.03291030921689566,34,20,10,24,110,174
58,0.025644034344125814,34,19,10,25,142,226
59,0.010648320348409943,34,18,11,27,139,252
60,0.02951681919238852,34,24,7,17,75,120
61,0.01713868148740046,34,25,8,17,92,104
62,0.01991432660360467,34,21,9,22,145,252
63,0.012532988752480795,34,21,10,23,135,198
64,0.021502136521399973,34,22,11,23,125,140
65,0.019476395542982833,34,17,9,26,132,278
66,0.0142923090262039,34,23,9,20,131,188
67,0.03391287633066046,34,23,8,19,101,164
68,0.02904691912411366,34,22,10,22,136,178
69,0.008830031594260879,34,19,9,24,102,190
70,0.019842753121286125,34,22,8,20,113,170
71,0.017234098689233507,34,21,10,23,118,172
72,0.025043760606307044,34,24,8,18,92,134
73,0.005320925724071491,34,21,7,20,91,182
74,0.02012393629688576,34,24,9,19,95,104
75,0.009047231722420088,34,23,8,19,95,140
76,0.016975422442722418,34,21,10,23,98,134
77,0.01888360305149213,34,20,9,23,92,160
78,0.013406924274762741,34,23,8,19,69,96
79,0.014289851944326422,34,22,10,22,110,134
80,0.017694716425081906,34,20,10,24,109,172
81,0.02548460001893475,34,22,7,19,114,248
82,0.039256282769562244,34,21,9,22,114,178
83,0.014053353381547166,34,21,11,24,104,146
84,0.0188125611893668,34,21,9,22,106,166
85,0.015697593547778693,34,23,7,18,77,128
86,0.02648283342695456,34,25,8,17,104,116
87,0.032043786786823236,34,19,9,24,129,232
88,0.011747176498221209,34,24,6,16,80,146
89,0.008224215439275623,34,21,10,23,120,174
90,0.014263912463654872,34,20,10,24,151,270
91,0.013350001581908966,34,20,9,23,121,242
92,0.01583400880712091,34,22,11,23,122,134
93,0.012368308133815863,34,22,7,19,106,230
94,0.011088787489810334,34,21,10,23,119,176
95,0.013402943264202414,34,21,10,23,102,162
96,0.010230452611409924,34,20,11,25,113,152
97,0.010591672593013114,34,19,10,25,135,260
98,0.01699709061836488,34,23,8,19,84,114
99,0.025353810892619497,34,21,6,19,91,198
100,0.027610326025599943,34,21,10,23,112,148
101,0.01971230514006536,34,23,8,19,110,182
102,0.011639899673785228,34,26,7,15,73,82
103,0.025834620789896005,34,21,12,25,128,140
104,0.009319097412539099,34,20,11,25,122,158
105,0.010029223075293386,34,20,8,22,140,270
106,0.0211906991780704,34,23,10,21,118,148
107,0.012883049896981632,34,22,9,21,88,140
108,0.005825249226597773,34,21,10,23,133,202
109,0.012164583681654111,34,24,8,18,102,134
110,0.011969660558331596,34,21,9,22,93,144
111,0.02851312281858282,34,24,9,19,91,106
112,0.018708845769129658,34,20,13,27,101,110
113,0.0071244100697393335,34,21,8,21,116,194
114,0.021245439551998643,34,20,11,25,107,146
115,0.013051647188715106,34,24,7,17,92,128
116,0.03001086733237468,34,21,10,23,96,156
117,0.011915417146885921,34,23,9,20,106,142
118,0.011594355054387603,34,25,8,17,92,104
119,0.006529098956941953,34,22,11,23,123,138
120,0.013757319062766594,34,23,9,20,92,116
121,0.014360866844528305,34,21,10,23,135,204
122,0.01720712328458955,34,20,8,22,100,188
123,0.016977063249512907,34,18,12,28,141,192
124,0.03075250007799958,34,22,7,19,77,164
125,0.00858251354681202,34,23,8,19,67,100
126,0.013560975304388795,34,23,7,18,104,168
127,0.013173659146584055,34,22,9,21,103,136
128,0.013120994939986069,34,22,9,21,113,158
129,0.012844869702929362,34,22,9,21,98,134
130,0.01817021963906315,34,22,12,24,146,146
131,0.01942328469877991,34,24,7,17,95,144
132,0.012577753281640576,34,21,10,23,132,186
133,0.013525806564001985,34,21,9,22,123,174
134,0.0071719593976663915,34,18,11,27,138,224
135,0.019191655748690292,34,19,12,27,119,164
136,0.03552364335035871,34,21,10,23,101,134
137,0.010956522611020342,34,22,10,22,136,196
138,0.014148069014747036,34,25,7,16,98,158
139,0.012230140429094788,34,22,10,22,128,158
140,0.011545241749987403,34,22,9,21,135,200
141,0.011019399727095331,34,21,9,22,93,156
142,0.022153945075593623,34,20,10,24,132,250
143,0.018984582701369497,34,22,9,21,79,112
144,0.013369640550012843,34,19,10,25,150,256
145,0.03188930113333621,34,19,7,22,99,232
146,0.016927313249459855,34,17,8,25,155,430
147,0.013314934648694363,34,23,9,20,79,106
148,0.02690049954669045,34,23,10,21,108,120
149,0.00992283735879394,34,23,7,18,98,196
150,0.018914561599324427,34,21,7,20,114,312
151,0.01046729584243207,34,21,8,21,115,190
152,0.010104113846385827,34,19,10,25,130,232
153,0.011681506626293428,34,22,10,22,97,118
154,0.006162136997802922,34,21,8,21,82,152
155,0.011504191438275104,34,22,10,22,91,112
156,0.0259734659820548,34,20,11,25,147,204
157,0.013489963909193478,34,21,11,24,145,190
158,0.020305552198827626,34,25,5,14,63,108
159,0.0120616856893897,34,24,7,17,94,160
160,0.028308766859401993,34,19,10,25,126,198
161,0.012475216837227496,34,23,9,20,93,114
162,0.019271521330992362,34,21,9,22,126,168
163,0.012552707831202936,34,20,10,24,117,174
164,0.006162136997802922,34,19,9,24,109,192
165,0.01949305100986245,34,21,9,22,95,152
166,0.012035560018486408,34,22,8,20,114,192
167,0.015301949232206923,34,21,10,23,96,126
168,0.01442011393928028,34,22,8,20,129,224
169,0.02522538633981164,34,21,9,22,154,328
170,0.018476483828922995,34,19,11,26,120,176
171,0.01854665478223403,34,21,9,22,100,154
172,0.015341641943167894,34,20,10,24,133,248
173,0.017054489750872162,34,22,9,21,110,170
174,-3.1235078436067654e-05,34,20,10,24,107,180
175,0.02053688801587454,34,21,10,23,139,190
176,0.007461530880082702,34,23,9,20,93,132
177,0.027832584570867708,34,19,11,26,107,176
178,0.013742104149003335,34,23,10,21,107,116
179,0.019118358139524894,34,24,8,18,107,134
180,0.021231449902949173,34,19,9,24,152,312
181,0.010927142998509984,34,21,9,22,114,182
182,0.017578025216281275,34,25,8,17,73,82
183,0.0218173092302954,34,24,7,17,71,104
184,0.027732209451626216,34,21,10,23,118,154
185,0.02281875801879491,34,20,9,23,107,198
186,0.02081510731868333,34,22,8,20,114,180
187,0.008032033536477454,34,23,8,19,115,184
188,0.014694064693062892,34,22,11,23,139,172
189,0.03439644358706892,34,21,9,22,104,152
190,0.02055316267986057,34,24,8,18,108,144
191,0.021035763308780465,34,22,8,20,102,174
192,0.021760845610203514,34,23,8,19,114,162
193,0.013695842163515586,34,23,9,20,101,134
194,0.020852335825193385,34,24,8,18,96,132
195,0.019180819847187447,34,20,11,25,157,208
196,0.012467251302930644,34,23,8,19,92,128
197,0.019259240577532206,34,22,7,19,96,170
198,0.02522538633981164,34,21,10,23,120,156
199,0.016498326726968843,34,23,9,20,98,122
200,0.01189561089556948,34,21,9,22,127,228
201,0.02081510731868333,34,19,12,27,144,174
202,0.008981411200996464,34,22,8,20,135,232
203,0.011185827995913708,34,20,11,25,108,162
204,0.030559166227781712,34,20,12,26,114,138
205,0.011863150613442484,34,22,7,19,80,164
206,0.00840608942011992,34,24,9,19,103,112
207,0.006830042673236503,34,21,8,21,109,184
208,0.010664005984848707,34,23,9,20,78,102
209,0.01291920443551682,34,21,9,22,93,144
210,0.029986077202973194,34,22,9,21,124,160
211,0.011389216878903513,34,24,10,20,88,88
212,0.013551382452607147,34,24,8,18,81,114
213,0.013559859095160318,34,23,11,22,106,106
214,0.022373290870687783,34,23,10,21,102,120
215,0.01724263746922191,34,21,8,21,145,284
216,0.010309057815351137,34,24,8,18,93,114
217,0.016291042213222647,34,23,9,20,102,134
218,0.026643334373149613,34,18,11,27,146,248
219,0.009874626464145012,34,22,9,21,96,144
220,0.011257326261017192,34,20,11,25,92,128
221,0.014740302816493078,34,23,10,21,128,152
222,0.014507514293005078,34,22,8,20,92,156
223,0.012779253879915978,34,23,9,20,103,142
224,0.014060342717464008,34,20,11,25,125,158
225,0.007098568581012998,34,21,8,21,101,168
226,0.014566488669444794,34,23,10,21,120,150
227,0.00982055437084671,34,23,9,20,89,128
228,0.02278540118749224,34,22,8,20,109,178
229,0.006162136997802922,34,20,8,22,102,222
230,0.012191772005866595,34,23,9,20,92,128
231,0.00913110342272596,34,21,10,23,113,152
232,0.022124684075589852,34,22,6,18,70,158
233,0.01776979324569375,34,19,10,25,120,182
234,0.012705861680265447,34,25,8,17,95,110
235,0.012997202002583,34,21,10,23,110,158
236,0.01550669112001591,34,24,8,18,96,184
237,0.012838045945319732,34,23,9,20,100,124
238,0.013184686859792034,34,21,9,22,110,166
239,0.03777931903237894,34,21,7,20,110,254
240,0.023258805610343818,34,18,11,27,124,220
241,0.013255071440073027,34,24,7,17,75,120
242,0.025129268955433437,34,22,8,20,88,136
243,0.02045498303944003,34,21,9,22,108,162
244,0.009809990090686532,34,20,10,24,99,160
245,0.008432560746265621,34,22,8,20,119,234
246,0.011337087003590693,34,19,8,23,121,228
247,0.00750363070392189,34,21,10,23,89,128
248,0.011448571144441873,34,22,7,19,118,198
249,0.026354622071229752,34,23,11,22,114,114
250,0.005763391668048998,34,20,8,22,158,304
251,0.02081510731868333,34,19,10,25,154,256
252,0.024302935711577323,34,23,8,19,141,234
253,0.013643247671615483,34,21,10,23,124,176
254,0.018764051343577136,34,24,9,19,100,124
255,0.013501718972866013,34,27,5,12,76,118
256,0.028216345955088654,34,22,10,22,80,98
257,0.029445795804611086,34,23,9,20,106,148
258,0.018184701566122403,34,23,11,22,136,136
259,0.010734718094353599,34,24,10,20,100,100
260,0.01021102739851025,34,20,11,25,150,204
261,0.01269237864861554,34,22,10,22,102,120
262,0.019917900650613034,34,24,9,19,81,96
263,0.012822022324983848,34,21,8,21,85,172
264,0.00980566243218884,34,21,9,22,95,152
265,0.004547420175013209,34,23,8,19,127,222
266,0.0251197715246158,34,21,7,20,115,280
267,0.011908883993582621,34,20,10,24,129,258
268,0.018983272493012335,34,21,9,22,163,234
269,0.011284371429335575,34,22,10,22,121,184
270,0.018920165776951124,34,21,9,22,117,226
271,0.01614766521115886,34,20,9,23,131,244
272,0.02072336410418244,34,22,8,20,92,148
273,0.025164994441833573,34,20,9,23,115,204
274,0.015249113052988528,34,22,9,21,102,146
275,0.02522538633981164,34,19,9,24,135,252
276,0.033449237832803555,34,19,8,23,118,260
277,0.030752986186227325,34,22,8,20,131,222
278,0.014896902482624035,34,19,12,27,125,166
279,0.024615501500258576,34,21,8,21,114,198
280,0.017428712365441808,34,19,9,24,84,156
281,0.02586811963662889,34,17,10,27,127,250
282,0.01189561089556948,34,24,9,19,87,102
283,0.015396799201295643,34,19,9,24,119,212
284,0.012432557005494886,34,24,6,16,68,140
285,0.013478581335425184,34,22,11,23,124,154
286,0.016569339590064354,34,22,9,21,101,176
287,0.013180463043731994,34,20,9,23,120,228
288,0.012522330543353756,34,20,10,24,121,222
289,0.012206309516989644,34,21,10,23,125,166
290,0.026519739988552924,34,18,11,27,130,208
291,0.03290019350053774,34,20,11,25,97,136
292,0.027029288047944418,34,21,9,22,113,218
293,0.017320364085299526,34,21,8,21,107,188
294,0.026745298934276136,34,22,9,21,115,160
295,0.028862196242448304,34,20,9,23,121,196
296,0.032508054274157455,34,20,11,25,115,154
297,0.018661222740180304,34,22,11,23,117,132
298,0.013722229094559321,34,23,9,20,87,108
299,0.023108557371119665,34,18,9,25,131,324
300,0.013608350010204467,34,20,10,24,131,194
301,0.010667033521500696,34,25,8,17,84,108
302,0.011760275400049716,34,20,10,24,130,178
303,0.014436059533663156,34,19,11,26,128,200
304,0.01591005210289801,34,21,11,24,100,124
305,0.033398682614834876,34,22,7,19,113,220
306,0.008784957876289155,34,27,7,14,70,70
307,0.008345355843574879,34,22,8,20,102,184
308,0.01516586116894397,34,23,8,19,116,178
309,0.014646532777026232,34,23,8,19,89,140
310,0.0071719593976663915,34,20,10,24,136,202
311,0.01501054365131705,34,23,9,20,98,122
312,0.014653927178891291,34,24,8,18,81,102
313,0.01050411560479763,34,22,9,21,81,114
314,0.01716190660204967,34,21,10,23,116,176
315,0.012283862245721418,34,23,9,20,100,124
316,0.019121856219308564,34,20,10,24,147,248
317,0.02149607741399914,34,22,6,18,68,152
318,0.015027400199529129,34,22,6,18,75,176
319,0.027912632640185384,34,20,10,24,118,166
320,0.013563049309615074,34,24,7,17,68,104
321,0.011883754700392442,34,23,9,20,101,122
322,0.017206206037276614,34,20,10,24,142,214
323,0.01488504135489422,34,25,6,15,92,146
324,0.012789164657865688,34,21,9,22,108,156
325,0.03545735454292028,34,20,10,24,129,228
326,0.012411055137641396,34,19,8,23,154,364
327,0.024416207475213773,34,22,11,23,109,118
328,0.016176982640690424,34,26,7,15,51,60
329,0.01545383233912602,34,23,8,19,123,180
330,0.012171216800542173,34,25,7,16,124,204
331,0.012232570790742775,34,23,8,19,90,126
332,0.008567958057888913,34,25,8,17,106,130
333,0.01666177335348332,34,19,12,27,142,208
334,0.009076005365872171,34,21,7,20,134,286
335,0.027606491063547935,34,21,11,24,107,134
336,0.016402913151970677,34,21,7,20,83,152
337,0.014054122687276425,34,20,11,25,132,198
338,0.004781073810048345,34,21,10,23,109,158
339,0.00652502332122569,34,17,10,27,119,200
340,0.014372719003796022,34,24,10,20,126,126
341,0.010230452611409924,34,23,8,19,109,154
342,0.011186281384734188,34,22,9,21,116,164
343,0.023781725189940137,34,24,10,20,74,74
344,0.008894698891765696,34,23,9,20,93,114
345,0.015901644758501532,34,20,12,26,147,192
346,0.010949600136475435,34,17,10,27,136,264
347,0.023781508246211835,34,20,10,24,107,174
348,0.012973437459604411,34,21,11,24,121,166
349,0.010443254639531961,34,20,13,27,126,138
350,0.0098428546534556,34,20,10,24,168,258
351,0.021320646439927413,34,19,11,26,139,208
352,0.008414862607484572,34,21,10,23,149,224
353,0.012319845085871993,34,23,8,19,93,144
354,0.014198813764128071,34,19,11,26,106,156
355,0.01638850351935038,34,24,8,18,60,78
356,0.015199021275964897,34,22,10,22,78,102
357,0.031594755344133696,34,17,9,26,155,350
358,0.027749165618159856,34,18,13,29,139,172
359,0.024014175378338908,34,20,9,23,140,270
360,0.02313668643327712,34,21,10,23,106,142
361,0.013856702706558772,34,26,7,15,67,76
362,0.018484007217735562,34,21,9,22,105,158
363,0.012878505272559543,34,22,10,22,129,168
364,0.029818005457756758,34,19,9,24,98,184
365,0.014712451050559308,34,18,12,28,135,188
366,0.012656571747469147,34,23,8,19,82,112
367,0.012595885439440277,34,20,10,24,133,220
368,0.014152027524689553,34,21,10,23,112,148
369,0.01069794305218346,34,22,10,22,136,216
370,0.01336773181022377,34,23,9,20,102,126
371,0.009956828250953537,34,21,9,22,128,244
372,0.01378930822964676,34,23,10,21,101,110
373,0.013651531582891563,34,23,10,21,118,130
374,0.012474787387471577,34,24,8,18,103,148
375,0.023740112311240638,34,22,8,20,116,180
376,0.013767575616491251,34,21,10,23,122,158
377,0.030795736790174305,34,21,6,19,110,328
378,0.011925597395978309,34,21,8,21,98,174
379,0.013472755709316536,34,23,9,20,105,138
380,0.03442585504278261,34,22,7,19,79,150
381,0.009774467252554282,34,25,9,18,92,92
382,0.017577945569988002,34,22,8,20,94,160
383,0.010007817555842721,34,21,9,22,112,176
384,0.021254965452960073,34,22,8,20,97,160
385,0.03062084619863341,34,18,10,26,156,354
386,0.015357745431584913,34,22,7,19,78,152
387,0.014375752075288534,34,19,12,27,156,210
388,0.006004102459012544,34,19,10,25,110,190
389,0.01743129086434994,34,21,10,23,129,180
390,0.011391654548324123,34,23,9,20,98,138
391,0.017020862555477842,34,21,8,21,83,148
392,0.02349311597500757,34,20,9,23,148,244
393,0.02108976720611822,34,21,10,23,105,156
394,0.035612170828144954,34,21,9,22,108,164
395,0.010682712670045207,34,23,9,20,106,130
396,0.015230447671343628,34,19,11,26,112,154
397,0.012838045945319732,34,21,10,23,130,184
398,0.01516738099080854,34,18,11,27,131,212
399,0.01583400880712091,34,24,8,18,76,100
400,0.01694122132842935,34,25,6,15,95,152
401,0.01291920443551682,34,18,12,28,138,188
402,0.015754176405490983,34,19,6,21,90,250
403,0.016992997452713744,34,18,12,28,137,196
404,0.015539016622138913,34,22,8,20,87,132
405,0.014823287199172988,34,19,9,24,115,198
406,0.00937453517604682,34,23,7,18,116,194
407,0.012366705912595699,34,22,8,20,95,166
408,0.010773532739378339,34,23,9,20,122,158
409,0.02080093893342338,34,18,9,25,148,304
410,0.010245445005326231,34,23,9,20,123,150
411,0.016947398553070925,34,22,9,21,119,152
412,0.012390376617171836,34,20,10,24,133,194
413,0.010322328904675559,34,22,9,21,103,154
414,0.010679887368068228,34,26,8,16,78,78
415,0.03436206163344923,34,19,7,22,107,270
416,0.013603233125622782,34,20,10,24,117,170
417,0.011827667598670127,34,25,5,14,53,122
418,0.013794231337139501,34,23,8,19,108,162
419,0.011646934901810027,34,24,8,18,115,136
420,0.014495987120900715,34,21,9,22,122,234
421,0.014318794997237441,34,21,10,23,113,170
422,0.011536529303078219,34,23,9,20,114,138
423,0.009484876922914137,34,22,8,20,113,200
424,0.01342806985671871,34,22,9,21,104,152
425,0.009079561988090679,34,23,11,22,94,94
426,0.008839261128257975,34,24,8,18,92,116
427,0.016994937915791278,34,24,9,19,99,108
428,0.013840576808040943,34,20,9,23,84,162
429,0.019775738070141956,34,20,8,22,124,250
430,0.007016161612684618,34,22,8,20,98,164
431,0.016123076048062086,34,23,7,18,68,110
432,0.02042903219693205,34,24,8,18,94,136
433,0.01291085949938145,34,21,10,23,106,160
434,0.015198445423588523,34,21,9,22,107,164
435,0.014830146338582716,34,19,12,27,133,190
436,0.012547417073114783,34,23,8,19,99,150
437,0.014608901608107735,34,23,9,20,113,134
438,0.025441911245028072,34,23,9,20,106,124
439,0.004168848907747651,34,21,9,22,141,246
440,0.02825708000250865,34,19,11,26,166,242
441,0.0076524176315806505,34,23,9,20,83,116
442,0.014133872421616081,34,23,5,16,79,186
443,0.01230257255148954,34,23,10,21,87,102
444,0.014153562420433419,34,23,9,20,100,124
445,0.025794164548283482,34,20,8,22,129,290
446,0.012028230061838594,34,16,11,29,134,254
447,0.012867561927497294,34,25,8,17,100,118
448,0.009494854730739799,34,21,7,20,89,176
449,0.010924698915501095,34,22,10,22,133,166
450,0.01259708012802127,34,24,8,18,73,94
451,0.02243007234545725,34,22,11,23,92,104
452,0.017849566279529785,34,21,8,21,99,172
453,0.022704338733393774,34,20,8,22,110,206
454,0.008398993925220352,34,19,11,26,124,184
455,0.015945169450364713,34,24,8,18,94,118
456,0.01337628150710031,34,21,10,23,129,180
457,0.020866528928995196,34,16,8,26,121,294
458,0.017828484454829728,34,20,9,23,84,168
459,0.01292737663540914,34,20,9,23,96,170
460,0.010779254312010343,34,24,8,18,107,152
461,0.013983529732686753,34,19,11,26,147,210
462,0.023616375183307295,34,25,9,18,82,82
463,0.015206638549961626,34,20,9,23,101,184
464,0.011324490404670658,34,25,6,15,58,94
465,0.019361895653640895,34,23,6,17,78,140
466,0.024842947163818966,34,22,7,19,104,252
467,0.013117489823446588,34,21,8,21,103,212
468,0.01371393372857923,34,24,7,17,111,186
469,0.03015714069147323,34,21,12,25,135,168
470,0.01268221824585293,34,23,9,20,88,112
471,0.019972669206746348,34,22,8,20,122,244
472,0.01992158650448358,34,24,9,19,88,100
473,0.010157255058501131,34,19,10,25,156,278
474,0.017197559855391436,34,18,8,24,143,312
475,0.017814882261340016,34,20,10,24,118,160
476,0.015423850656395253,34,22,8,20,108,228
477,0.016810043160307896,34,22,9,21,113,146
478,0.021078377969489547,34,20,9,23,120,180
479,0.02756332327658395,34,22,8,20,96,194
480,0.01342342968359879,34,20,10,24,118,166
481,0.014814011868844807,34,21,10,23,136,172
482,0.0331484428575069,34,22,8,20,104,200
483,0.02205944467518672,34,21,9,22,140,262
484,0.009326783609076485,34,20,12,26,118,142
485,0.008377737966317814,34,22,9,21,73,112
486,0.02522538633981164,34,21,10,23,125,190
487,0.0074930814277007415,34,20,13,27,128,140
488,0.02698297379240483,34,21,6,19,104,258
489,0.014463367186629592,34,20,7,21,108,240
490,0.013205498539321014,34,17,12,29,135,200
491,0.013221712864555701,34,23,10,21,116,128
492,0.019448928301870755,34,23,10,21,128,140
493,0.012729492580062712,34,22,9,21,86,122
494,0.020324412619700492,34,24,8,18,68,92
495,0.009755086412077556,34,22,11,23,99,114
496,0.020822644266126372,34,23,9,20,89,110
497,0.017991623464747378,34,24,7,17,93,190
498,0.019452502042062173,34,20,8,22,135,356
499,0.02076463080019917,34,19,9,24,116,206
500,0.00840277995057535,34,23,8,19,120,156
501,0.02522538633981164,34,20,11,25,132,192
502,0.0071019916051261595,34,23,8,19,99,146
503,0.01634038726810405,34,22,10,22,87,108
504,0.021107954311175327,34,25,8,17,70,82
505,0.012242568519580707,34,17,10,27,149,278
506,0.0051554328998881654,34,21,8,21,138,244
507,0.007699436611356858,34,20,10,24,140,228
508,0.01342806985671871,34,24,8,18,70,88
509,0.024379986487826556,34,20,12,26,128,176
510,0.02418426792636058,34,20,11,25,128,164
511,0.02413440101339317,34,19,10,25,125,262
512,0.011520046387004011,34,21,8,21,93,184
513,0.0189409761131122,34,21,9,22,103,156
514,0.011374237376215974,34,23,8,19,88,148
515,0.02379411773413263,34,25,7,16,94,136
516,0.01617288838532255,34,22,9,21,96,150
517,0.02409340657350069,34,21,10,23,130,166
518,0.027154789612608587,34,21,10,23,138,200
519,0.01094292133658891,34,23,9,20,81,108
520,0.008839261128257975,34,21,8,21,140,290
521,0.024612112073611157,34,19,11,26,129,168
522,0.018753636710312896,34,23,8,19,116,236
523,0.014191972615168684,34,21,9,22,91,144
524,0.019237558637732924,34,23,9,20,91,118
525,0.010542582909674112,34,19,9,24,138,272
526,0.017262289090395996,34,21,9,22,94,144
527,0.012827139739680277,34,20,11,25,122,152
528,0.026163121928425168,34,19,10,25,129,222
529,0.007079295641539252,34,20,10,24,144,222
530,0.018715530817089127,34,19,11,26,137,228
531,0.010627609634519669,34,18,10,26,117,212
532,0.026643334373149613,34,18,9,25,132,244
533,0.013767575616491251,34,22,9,21,92,122
534,0.0178344040874913,34,23,6,17,80,176
535,0.018221323303702366,34,22,9,21,118,172
536,0.023249840849836223,34,22,8,20,70,112
537,0.01188632304764825,34,21,9,22,104,146
538,0.013925193512350997,34,21,9,22,104,152
539,0.013601968772164519,34,23,8,19,101,152
540,0.014269104237658453,34,20,13,27,95,104
541,0.0157375083862382,34,24,8,18,95,116
542,0.019310400621765582,34,24,8,18,81,108
543,0.02847257022537577,34,20,9,23,104,180
544,0.009765492069402321,34,21,10,23,115,162
545,0.01591900648155474,34,23,8,19,88,144
546,0.01883244640208879,34,24,9,19,113,122
547,0.01344088453089511,34,25,8,17,106,130
548,0.01963031747977694,34,18,10,26,125,256
549,0.016476507736055725,34,24,7,17,83,122
550,0.02990599619520942,34,23,7,18,103,178
551,0.00930027869203251,34,21,10,23,107,140
552,0.02460905329228707,34,23,8,19,74,104
553,0.02420100996721759,34,21,11,24,109,130
554,0.007502758519173612,34,19,9,24,116,212
555,0.02903525058203156,34,21,9,22,136,248
556,0.013670262697619617,34,21,10,23,139,190
557,0.009957468167775055,34,17,9,26,128,272
558,0.014701530477174998,34,22,9,21,106,206
559,0.026347832416764916,34,18,11,27,170,260
560,0.01291920443551682,34,21,9,22,96,184
561,0.015353328345032169,34,22,10,22,131,164
562,0.01001485720519913,34,23,8,19,85,136
563,0.018338816248006,34,21,11,24,122,162
564,0.01777218217668626,34,23,9,20,105,144
565,0.011794642433035879,34,21,9,22,96,152
566,0.012870950619299049,34,23,7,18,93,180
567,0.014547563876191247,34,21,10,23,88,118
568,0.010737754677202005,34,24,8,18,72,96
569,0.014567937069915125,34,21,9,22,150,262
570,0.017598326966208888,34,19,10,25,125,212
571,0.01906122899918397,34,24,8,18,99,120
572,0.015001080850895118,34,22,9,21,134,188
573,0.011102751265587504,34,24,9,19,118,130
574,0.01255264789043313,34,20,9,23,119,182
575,0.023495924755643847,34,21,7,20,106,216
576,0.03183970352237157,34,21,8,21,86,176
577,0.009835808223495623,34,24,9,19,95,104
578,0.00741447793924041,34,21,7,20,112,226
579,0.012211123078541275,34,23,9,20,103,142
580,0.02923831827360021,34,22,10,22,98,130
581,0.029779368487820652,34,22,7,19,65,130
582,0.020877117117733754,34,23,9,20,99,120
583,0.013499292876070657,34,20,11,25,100,130
584,0.0121795993131526,34,21,12,25,128,140
585,0.01227107466510545,34,24,9,19,88,100
586,0.010875101793740086,34,20,8,22,87,178
587,0.018544642989628463,34,23,7,18,85,172
588,0.013180463043731994,34,23,9,20,105,144
589,0.016242686940119246,34,23,9,20,62,80
590,0.011816218379097004,34,23,6,17,55,124
591,0.012580671442578545,34,23,9,20,111,150
592,0.012532094966408815,34,22,9,21,121,216
593,0.012577440017391785,34,26,7,15,73,82
594,0.021760845610203514,34,19,9,24,164,308
595,0.009809990090686532,34,20,9,23,131,260
596,0.01561678411929246,34,19,8,23,125,266
597,0.031008485785524967,34,20,11,25,140,170
598,0.013886729158536157,34,24,8,18,109,154
599,0.012827139739680277,34,21,11,24,130,166
600,0.017060106809682604,34,23,8,19,110,180
601,0.01798596405617149,34,21,10,23,85,134
602,0.022865352188347142,34,21,9,22,108,180
