bootstrap_replicate,bootstrap_statistic,n_contributing_bootstrap_clusters,n_unique_source_patients,n_source_patients_selected_more_than_once,n_bootstrap_copies_from_repeated_source_patients,n_profiles_from_repeated_source_patient_copies,n_pre_exclusion_zero_distance_external_candidates
3802,0.010173552125506937,44,33,9,22,101,200
3803,0.016558695090001185,43,28,14,32,143,218
3804,0.014436059533663156,45,32,11,25,79,112
3805,0.01762966568482139,44,29,13,30,136,202
3806,0.014604533936830158,42,30,10,26,90,166
3807,0.01957172170235918,46,28,15,33,149,218
3808,0.016238559433361388,45,30,13,29,127,160
3809,0.011900548204169442,43,30,12,28,96,126
3810,0.013868844997472665,46,30,12,28,148,220
3811,0.016355558253734845,45,29,12,29,128,188
3812,0.014100780683164876,44,30,12,28,106,154
3813,0.01844467956582524,43,29,12,29,116,200
3814,0.012111178076403578,41,32,10,24,64,90
3815,0.0367802206522797,44,31,10,25,95,174
3816,0.010677180963967706,45,29,13,30,124,180
3817,0.017266790018538543,42,28,13,31,139,202
3818,0.02032959240375518,46,25,14,35,170,260
3819,0.021028749908556625,46,27,15,34,155,194
3820,0.013875715621079268,46,28,11,29,121,202
3821,0.015165481813064562,44,30,13,29,138,192
3822,0.022772007945261796,45,31,12,27,124,178
3823,0.014510409363777788,44,27,15,34,147,222
3824,0.021666171089984282,45,29,13,30,148,214
3825,0.020267105257353576,43,30,12,28,133,214
3826,0.007078007455419741,44,31,9,24,93,196
3827,0.0104008071621642,44,26,14,34,155,228
3828,0.018405504942707963,43,31,11,26,114,168
3829,0.012172530302709858,46,31,13,28,127,148
3830,0.01801044026503676,45,28,11,29,117,204
3831,0.013299992133277865,42,30,12,28,86,106
3832,0.009310512038934002,45,28,10,28,154,350
3833,0.01096539458568871,45,29,11,28,118,202
3834,0.019287910529151686,44,30,13,29,86,110
3835,0.020977123535257824,44,28,11,29,87,150
3836,0.011391654548324123,45,31,7,22,121,320
3837,0.014189642875028944,44,30,12,28,106,148
3838,0.031888590278223425,44,26,14,34,131,210
3839,0.0118514097364842,45,27,13,32,134,218
3840,0.01698776953803858,45,28,11,29,136,240
3841,0.01274373247570211,43,30,13,29,119,152
3842,0.018746799993645417,44,33,10,23,86,114
3843,0.01607505488622943,45,26,13,33,130,274
3844,0.012337740129178015,45,32,10,24,96,156
3845,0.007237646291539154,45,29,13,30,136,190
3846,0.01857233203386084,44,25,13,34,162,310
3847,0.014499860036909805,45,28,12,30,120,194
3848,0.016504826376817758,46,30,11,27,106,180
3849,0.022060654282014994,46,28,11,29,138,234
3850,0.016206886055037686,45,29,14,31,144,180
3851,0.010498710233990155,42,28,15,33,109,136
3852,0.012705861680265447,44,31,10,25,114,180
3853,0.019361895653640895,43,28,15,33,136,172
3854,0.019361895653640895,43,30,13,29,150,168
3855,0.0118587396811244,46,29,13,30,154,214
3856,0.017030917066210068,42,31,11,26,92,136
3857,0.014164896758389351,46,26,14,34,165,276
3858,0.01915664147649665,43,33,11,24,108,148
3859,0.015572709139048055,46,27,14,33,161,242
3860,0.011257326261017192,45,27,15,34,153,192
3861,0.018714981865028516,42,31,11,26,109,170
3862,0.010488232115100735,45,29,14,31,183,264
3863,0.017262289090395996,45,29,11,28,97,166
3864,0.010915336226113577,45,28,12,30,123,196
3865,0.025648531497988528,45,29,16,33,163,172
3866,0.011650483131750537,45,29,13,30,116,158
3867,0.00937453517604682,44,30,11,27,130,226
3868,0.01832694889935918,45,32,11,25,140,206
3869,0.009809990090686532,45,28,11,29,179,354
3870,0.010304592230775012,43,28,13,31,109,154
3871,0.02858269065552169,44,29,12,29,154,250
3872,0.016698796155744496,42,34,10,22,72,96
3873,0.011361936467544693,46,25,13,34,124,220
3874,0.009568268746996681,46,27,14,33,182,308
3875,0.00600121607315568,46,26,16,36,151,208
3876,0.017184426060398633,45,31,11,26,106,160
3877,0.023944536809701572,43,33,11,24,82,100
3878,0.023039432934131125,45,32,12,26,89,110
3879,0.012009150485338401,46,29,13,30,122,182
3880,0.02933481417034227,45,29,14,31,132,162
3881,0.013701922163143553,43,30,14,30,135,198
3882,0.015190921085351798,44,30,14,30,128,176
3883,0.010245445005326231,45,31,9,24,99,174
3884,0.025051394256899874,45,27,11,30,117,220
3885,0.029000877370041117,45,31,13,28,128,158
3886,0.009263659649031378,44,29,10,27,121,250
3887,0.016150607379397067,46,29,14,31,132,168
3888,0.012778887342470159,45,31,14,29,147,180
3889,0.02382688951549801,41,30,12,28,70,100
3890,0.014837105337215686,46,30,11,27,118,184
3891,0.011509506600895478,44,31,15,30,114,114
3892,0.01566209203908698,44,31,10,25,99,144
3893,0.015199021275964897,43,28,12,30,93,156
3894,0.02096542905148835,45,27,14,33,158,236
3895,0.014248350240007257,43,33,11,24,126,206
3896,0.021760845610203514,45,28,13,31,173,294
3897,0.013649415368536998,45,28,15,33,157,202
3898,0.018095816633562085,44,30,12,28,107,158
3899,0.01635885897615385,42,31,10,25,100,172
3900,0.007798419798812503,43,26,11,31,140,282
3901,0.013658997653289168,44,30,14,30,144,180
3902,0.013461642329449415,42,27,12,31,150,286
3903,0.007798419798812503,43,29,13,30,139,190
3904,0.02041424530398661,45,27,12,31,163,342
3905,0.007097957403546157,44,28,14,32,131,170
3906,0.022157257390078122,43,27,16,35,180,234
3907,0.0063843703877993485,45,33,8,21,94,150
3908,0.012370946416322942,44,27,12,31,122,194
3909,0.015579372028621648,45,30,11,27,127,194
3910,0.019994579972826915,46,26,15,35,195,334
3911,0.014011614203439257,43,28,12,30,91,152
3912,0.021413605822836537,43,31,10,25,133,278
3913,0.02064802325867482,45,29,15,32,131,146
3914,0.02236733445152546,46,30,14,30,141,168
3915,0.01340840227568348,42,28,13,31,113,152
3916,0.018476764638473725,43,29,14,31,137,176
3917,0.016335552771324216,43,32,14,28,108,108
3918,0.01335610045990052,44,32,11,25,110,132
3919,0.010383094862185471,46,29,10,27,115,252
3920,0.026336968013325426,44,26,14,34,134,246
3921,0.01750422875376112,45,28,14,32,136,178
3922,0.019207601343513805,43,27,13,32,129,220
3923,0.009263659649031378,45,28,9,27,86,194
3924,0.024631655884446817,44,30,15,31,111,120
3925,0.0164624432817774,43,29,14,31,141,174
3926,0.014676060373918005,46,27,12,31,166,360
3927,0.021297388428271967,45,34,9,21,79,110
3928,0.018749529478188753,44,30,12,28,135,196
3929,0.018066545273610568,41,29,12,29,126,162
3930,0.01385350136881959,46,29,14,31,117,150
3931,0.01638357230569546,44,30,11,27,111,172
3932,0.022253224417531445,44,31,13,28,142,166
3933,0.007779200550463904,43,28,13,31,127,210
3934,0.01765265763790745,43,30,12,28,79,118
3935,0.019532468390162115,44,27,16,35,130,166
3936,0.020048205334872077,44,28,11,29,129,244
3937,0.018878547620936506,44,31,11,26,124,228
3938,0.01900598142350398,44,27,10,29,91,212
3939,0.017691395632890315,44,30,13,29,151,220
3940,0.025043760606307044,44,24,14,36,103,190
3941,0.019336198776333267,45,27,14,33,140,200
3942,0.010245445005326231,46,30,13,29,135,168
3943,0.017169240348834013,43,24,13,35,119,256
3944,0.02065319980424056,45,30,11,27,109,172
3945,0.018272426968341582,43,26,14,34,129,198
3946,0.02323285743663788,45,30,12,28,161,262
3947,0.018087327996583122,46,30,12,28,123,186
3948,0.014460041452766484,44,27,14,33,183,270
3949,0.014186536067943359,45,29,14,31,110,140
3950,0.02006707818852034,46,28,15,33,160,196
3951,0.01740815031494737,45,28,12,30,171,372
3952,0.016153845644135134,45,30,12,28,143,200
3953,0.012842089663679876,46,29,16,33,126,132
3954,0.017511267654330143,42,29,15,32,169,214
3955,0.016997892837523253,43,31,11,26,108,184
3956,0.013798027479194949,44,29,14,31,117,156
3957,0.006871270874034052,42,27,11,30,120,308
3958,0.019962358255220816,46,28,13,31,117,168
3959,0.012745719306917924,44,29,13,30,116,188
3960,0.018322029467150294,46,31,11,26,82,140
3961,0.016592092178371987,45,31,10,25,119,200
3962,0.017184426060398633,45,28,11,29,126,248
3963,0.026489592162201273,44,31,12,27,117,156
3964,0.01621690668885846,45,30,12,28,156,218
3965,0.009656570183967435,45,27,14,33,177,286
3966,0.021087083358364858,43,27,15,34,158,216
3967,0.01628495816743788,42,29,14,31,94,112
3968,0.013234018879906988,43,31,11,26,117,162
3969,0.026543004840772072,44,26,12,32,92,168
3970,0.009237968329439926,46,27,11,30,133,238
3971,0.029734953136914762,45,28,11,29,167,322
3972,0.013314934648694363,44,26,13,33,148,244
3973,0.01013204150753283,45,30,12,28,120,192
3974,0.015373836075684263,46,30,13,29,121,160
3975,0.011574600611476797,42,27,13,32,110,176
3976,0.013415940037762964,44,31,13,28,123,150
3977,0.017324733791082653,44,25,13,34,114,204
3978,0.019450048733380732,44,28,15,33,157,202
3979,0.025351524279290466,46,30,12,28,112,160
3980,0.019774244009844857,44,32,11,25,118,154
3981,0.019960816217128925,43,26,13,33,145,242
3982,0.02186218890618878,45,30,10,26,83,146
3983,0.022194754670542577,45,28,15,33,144,188
3984,0.019586676520528805,43,27,10,29,117,270
3985,0.016038335951192723,42,32,11,25,83,104
3986,0.019074484066645213,42,31,14,29,100,106
3987,0.008733105474017205,44,27,14,33,118,162
3988,0.01607505488622943,46,30,14,30,121,142
3989,0.017365088302118775,44,29,14,31,135,180
3990,0.010871716675337928,45,32,9,23,83,150
3991,0.013924728046952585,44,29,14,31,138,160
3992,0.016373390814803622,45,32,11,25,104,126
3993,0.011008565649672966,44,28,13,31,103,160
3994,0.01718162690263026,44,29,13,30,88,132
3995,0.023704254599242094,43,32,10,24,93,146
3996,0.011838670758893555,44,29,13,30,117,176
3997,0.025439136763105615,45,26,13,33,197,356
3998,0.013555390193135047,42,31,12,27,78,96
3999,0.026347448467603576,43,29,13,30,148,220
4000,0.014513707809249456,40,30,11,27,67,94
4001,0.029439693359482277,45,27,13,32,140,200
4002,0.012277262453927656,42,29,14,31,92,116
4003,0.024169577568280365,44,31,12,27,89,130
4004,0.0071769183790077115,45,31,13,28,141,168
4005,0.01215596866435234,42,31,12,27,129,174
4006,0.022153945075593623,45,26,13,33,165,364
4007,0.016498983447172003,43,32,11,25,63,82
4008,0.014973930333700237,43,27,13,32,127,192
4009,0.02661852257746964,42,29,12,29,122,194
4010,0.007571629621049444,45,31,12,27,105,138
4011,0.012741948102890734,45,29,13,30,142,214
4012,0.007884738336876362,45,30,13,29,152,206
4013,0.01429865398599894,44,32,10,24,66,94
4014,0.013711640891858612,44,33,11,24,108,132
4015,0.019688293242443276,40,29,13,30,101,128
4016,0.018439145387745996,44,31,10,25,101,152
4017,0.022077621709385105,45,30,13,29,98,138
4018,0.01328817359307385,46,28,14,32,115,160
4019,0.014186536067943359,46,26,12,32,122,240
4020,0.014866177167933328,45,30,11,27,136,226
4021,0.013693865041691913,44,29,15,32,130,148
4022,0.013953287117603796,44,31,13,28,128,176
4023,0.018749816731460547,42,29,10,27,92,168
4024,0.00923795596935681,45,30,15,31,125,134
4025,0.011503312365991149,44,28,12,30,136,202
4026,0.018536431244273635,44,31,10,25,85,126
4027,0.011751840359411701,45,33,11,24,88,106
4028,0.02049481566411772,45,29,11,28,92,150
4029,0.014611338285645155,45,30,12,28,126,196
4030,0.01712967252638791,44,30,12,28,136,208
4031,0.012172530302709858,45,31,10,25,139,258
4032,0.014712451050559308,45,29,13,30,163,244
4033,0.020670789685024813,46,29,12,29,99,148
4034,0.016983087765637436,45,31,10,25,90,158
4035,0.01458520188608578,42,30,15,31,117,126
4036,0.022212459514957747,44,32,12,26,80,98
4037,0.012101083413028554,45,29,12,29,102,158
4038,0.009877018942954285,42,30,12,28,110,140
4039,0.011875034852615603,44,31,12,27,91,124
4040,0.015204816114149228,43,31,12,27,99,144
4041,0.015308832147723397,43,30,10,26,93,170
4042,0.013990998326660932,43,33,10,23,76,100
4043,0.019542838220268782,45,33,12,25,110,140
4044,0.012532988752480795,45,28,12,30,102,198
4045,0.021754780323266852,45,30,13,29,132,156
4046,0.019169547804904243,45,27,14,33,138,238
4047,0.01687917366573055,44,26,15,35,142,202
4048,0.017992925893718467,44,32,12,26,94,126
4049,0.014488324032932792,43,27,12,31,172,412
4050,0.023789804539822636,44,28,11,29,132,248
4051,0.013598136490593167,46,27,14,33,137,200
4052,0.00748020061993078,46,25,15,36,134,194
4053,0.022914774130855346,44,29,12,29,137,218
4054,0.02223964069427302,45,29,12,29,102,168
4055,0.018066545273610568,45,31,10,25,100,152
4056,0.02144666526404975,46,27,12,31,135,234
4057,0.014087718351546666,46,28,13,31,150,234
4058,0.02053928386286185,45,30,12,28,115,160
4059,0.011391654548324123,43,32,11,25,101,134
4060,0.014402970832269504,44,30,14,30,122,140
4061,0.016891893215331057,42,26,14,34,109,202
4062,0.020583668590135287,45,34,12,24,108,108
4063,0.019050048232936784,44,32,10,24,116,192
4064,0.014769243417939108,44,29,10,27,138,264
4065,0.0067857792844670944,44,30,11,27,90,160
4066,0.014573594554171537,42,28,13,31,138,192
4067,0.01785063036639828,43,32,11,25,125,194
4068,0.02649803446481988,41,29,12,29,106,158
4069,0.017168363948140752,43,27,11,30,112,226
4070,0.021936674378300165,44,30,14,30,114,138
4071,0.0163337910880387,44,29,14,31,136,166
4072,0.015757071502485835,46,33,10,23,112,154
4073,0.017679667007107252,44,26,15,35,143,222
4074,0.010056088408212698,43,30,13,29,124,148
4075,0.008142507645781363,44,32,9,23,68,116
4076,0.02162661501619529,43,31,13,28,119,134
4077,0.01477759274675805,45,30,13,29,131,182
4078,0.017349332409207885,43,24,15,37,182,292
4079,0.010635263861756325,45,29,13,30,145,184
4080,0.018384415356747702,43,26,14,34,144,236
4081,0.009876773857123392,45,29,11,28,112,220
4082,0.013141985468400202,44,28,13,31,120,184
4083,0.008784506100652477,44,32,11,25,131,188
4084,0.008414862607484572,45,29,15,32,163,184
4085,0.015501597809739143,44,30,12,28,132,186
4086,0.016768789314867662,44,33,11,24,106,130
4087,0.009904316153805048,45,30,12,28,117,162
4088,0.01896606777251443,44,28,13,31,114,194
4089,0.015432256313421155,44,29,10,27,119,230
4090,0.016026878739802075,44,30,14,30,133,154
4091,0.011685316013529005,45,29,12,29,103,188
4092,0.015917147054612002,43,29,13,30,133,190
4093,0.017102852004964822,46,28,12,30,83,140
4094,0.015718585195514757,46,28,16,34,139,154
4095,0.01017841065835004,45,27,13,32,118,198
4096,0.012509276362126731,43,29,10,27,80,152
4097,0.021751995809333763,45,32,11,25,104,140
4098,0.012964485555459572,41,31,11,26,87,132
4099,0.019819574984999467,42,28,14,32,131,172
4100,0.010412582673787175,44,29,11,28,122,274
4101,0.00949399488976723,45,28,11,29,145,254
4102,0.014188746127692664,44,32,7,21,113,258
4103,0.015127063582874186,46,30,13,29,143,194
4104,0.007544740937339617,45,29,10,27,149,304
4105,0.021231449902949173,43,30,14,30,149,194
4106,0.024050804046467693,45,27,13,32,113,180
4107,0.02307316902118571,46,30,12,28,98,132
4108,0.024707875778509275,44,27,14,33,133,202
4109,0.010627609634519669,42,27,13,32,105,168
4110,0.01384626001783728,44,30,13,29,125,170
4111,0.015517093585312294,43,25,14,35,154,264
4112,0.02766159482300863,44,33,11,24,89,110
4113,0.011220846487839192,45,29,15,32,142,184
4114,0.015241600058779892,45,29,13,30,125,188
4115,0.014565899789991524,44,28,14,32,141,184
4116,0.01980057066062957,43,28,12,30,129,222
4117,0.01817021963906315,44,28,13,31,128,200
4118,0.013268605592358325,46,31,9,24,87,150
4119,0.01789327910195319,46,29,12,29,125,208
4120,0.003903392971329616,44,30,10,26,89,158
4121,0.017132045535206322,43,28,12,30,112,172
4122,0.014712451050559308,44,28,12,30,112,184
4123,0.03328877688588901,41,29,14,31,101,128
4124,0.013927483872132062,44,35,9,20,87,108
4125,0.022909956689669275,45,30,13,29,106,136
4126,0.011490845576448087,44,34,9,21,98,122
4127,0.00937453517604682,43,33,9,22,107,194
4128,0.01808864214471139,44,29,14,31,134,162
4129,0.014271236539151723,44,29,12,29,106,154
4130,0.008414862607484572,45,31,13,28,144,224
4131,0.009548393080002895,45,24,13,35,177,342
4132,0.015067795829680444,44,30,11,27,91,148
4133,0.0138503299507025,46,30,13,29,124,154
4134,0.01868854262147547,43,29,11,28,116,188
4135,0.015558638871052105,45,31,11,26,100,134
4136,0.011258233038658153,45,29,13,30,152,256
4137,0.02136892930294519,44,34,9,21,102,150
4138,0.030574826508267445,44,31,8,23,135,298
4139,0.02541036419517286,44,26,11,31,160,382
4140,0.021301688030478702,45,27,14,33,157,226
4141,0.015974297432662904,45,26,13,33,127,200
4142,0.03153569368248381,44,28,12,30,151,302
4143,0.018676453995704306,43,26,12,32,128,242
4144,0.013801591225290503,45,28,10,28,109,204
4145,0.010818549776825177,44,29,14,31,138,180
4146,0.015001080850895118,43,34,8,20,110,192
4147,0.02424486055833839,46,30,12,28,89,122
4148,0.014015873201997868,44,30,10,26,134,242
4149,0.015431957628361095,45,30,13,29,138,186
4150,0.010750026069353418,44,28,12,30,92,160
4151,0.005603994105286232,43,28,14,32,125,180
4152,0.018367756225615137,45,27,13,32,125,188
4153,0.011517087405016363,45,29,13,30,115,178
4154,0.005766341539634661,46,31,12,27,128,176
4155,0.015379182568630162,43,30,12,28,155,274
4156,0.009966403184549326,44,30,11,27,107,152
4157,0.011114329730810224,43,30,12,28,107,154
4158,0.015379182568630162,42,31,12,27,120,214
4159,0.016280453944299,43,31,10,25,80,140
4160,0.012578509354887715,46,30,12,28,112,154
4161,0.012304533842033075,45,29,13,30,133,194
4162,0.009809990090686532,45,32,12,26,119,146
4163,0.013180463043731994,45,27,14,33,145,202
4164,0.027480245140547477,45,26,12,32,185,356
4165,0.01770594417738125,44,29,12,29,144,214
4166,0.01478285931828676,46,31,12,27,137,206
4167,0.015507635414099455,45,31,11,26,114,150
4168,0.019813164302727723,46,31,14,29,154,166
4169,0.015241775023441428,43,28,16,34,158,174
4170,0.016049793162583356,43,31,11,26,121,160
4171,0.012093442341755821,45,29,13,30,153,268
4172,0.013106292995360695,43,32,13,27,150,180
4173,0.011391654548324123,45,27,12,31,122,214
4174,0.015974297432662904,43,27,15,34,132,212
4175,0.023856707703053766,44,31,12,27,99,120
4176,0.02070833715953771,45,32,10,24,73,112
4177,0.013428745394665355,45,29,12,29,139,230
4178,0.00937453517604682,44,29,12,29,114,156
4179,0.016026878739802075,43,29,13,30,115,160
4180,0.01573656453252195,44,28,13,31,121,186
4181,0.016484121421031395,42,32,12,26,74,98
4182,0.011259133361423687,46,32,10,24,119,170
4183,0.013855246312149946,46,28,12,30,152,254
4184,0.009164063011193588,42,31,11,26,75,114
4185,0.019912317425002074,44,29,12,29,145,238
4186,0.017162290193967967,44,31,13,28,111,132
4187,0.01470196530243087,41,30,10,26,132,236
4188,0.014251650940605716,44,29,12,29,105,172
4189,0.01785649602441983,42,30,13,29,100,130
4190,0.01846148010828848,44,31,12,27,82,112
4191,0.013470527870168711,44,27,11,30,121,334
4192,0.021039872570640897,41,30,12,28,104,170
4193,0.014047073245002185,46,31,11,26,83,120
4194,0.016049793162583356,43,28,11,29,88,166
4195,0.015883318270128663,42,32,10,24,70,100
4196,0.02368966570770263,45,30,10,26,97,172
4197,0.015379182568630162,43,27,12,31,145,272
4198,0.01299809424257714,45,28,12,30,126,206
4199,0.01277500957606936,46,32,9,23,93,164
4200,0.023423938540752406,44,26,15,35,186,288
4201,0.013930075058722118,45,30,12,28,116,184
4202,0.014548099338999195,44,24,14,36,162,310
4203,0.007648259500396583,44,29,11,28,140,286
4204,0.015196711061490523,43,33,10,23,99,150
4205,0.030752447356049633,42,32,10,24,112,166
4206,0.011816250690987566,43,31,13,28,105,120
4207,0.022562469673068374,44,26,13,33,105,168
4208,0.016049793162583356,43,32,11,25,124,172
4209,0.012604496180821337,44,28,13,31,152,222
4210,0.01760666107911732,45,26,15,35,121,178
4211,0.016280453944299,43,32,10,24,92,148
4212,0.013345599350029599,46,28,13,31,131,188
4213,0.02014449390532972,44,33,10,23,95,128
4214,0.013099394571268741,42,32,12,26,143,176
4215,0.01766591343593791,42,29,11,28,135,234
4216,0.018209978032178997,44,30,13,29,139,184
4217,0.01933031030556847,43,31,13,28,80,98
4218,0.016867999279855383,45,30,12,28,139,200
4219,0.01979743190270028,42,29,13,30,120,154
4220,0.019427809752470104,43,29,11,28,121,200
4221,0.01270451823257799,45,28,10,28,158,394
4222,0.01826278097439428,43,27,16,35,173,230
4223,0.010399041703595839,45,30,13,29,142,228
4224,0.010686935542362365,43,24,17,39,147,198
4225,0.0190804550247181,43,27,15,34,145,234
4226,0.015507635414099455,45,28,13,31,103,148
4227,0.017814576860854643,46,31,9,24,109,300
4228,0.01635517611851723,43,27,12,31,105,196
4229,0.013187808475020622,45,26,13,33,117,174
4230,0.01938378110686583,45,31,12,27,91,118
4231,0.013588258797938124,45,30,14,30,144,208
4232,0.011740827351476926,43,29,14,31,138,186
4233,0.0053341011477410355,43,30,13,29,137,206
4234,0.026781827935618643,40,28,11,29,131,270
4235,0.013701400985449246,43,30,13,29,148,190
4236,0.013035943872235285,44,32,11,25,79,106
4237,0.021976648244498583,44,32,12,26,74,98
4238,0.011585768024149325,45,30,13,29,128,170
4239,0.010047652096811271,44,29,11,28,112,186
4240,0.016987658780586178,42,31,10,25,103,144
4241,0.018983272493012335,46,32,12,26,123,144
4242,0.016066136300250243,45,31,11,26,119,172
4243,0.013415060704299625,43,29,12,29,109,172
4244,0.023601009339289627,44,31,12,27,137,158
4245,0.015119397516584088,43,32,11,25,102,126
4246,0.021463537020417076,42,25,12,33,115,298
4247,0.016049793162583356,44,27,13,32,127,176
4248,0.019497223394244773,46,29,15,32,126,144
4249,0.01311290533426053,42,29,11,28,121,218
4250,0.025170063610703387,46,30,11,27,118,208
4251,0.013010776142408101,43,30,14,30,116,134
4252,0.014690609903790688,46,27,15,34,180,252
4253,0.022239621367498325,41,27,15,34,118,148
4254,0.011864825464077716,43,30,14,30,140,182
4255,0.011451738010091372,44,28,11,29,110,218
4256,0.017600319693477307,45,28,13,31,163,252
4257,0.012701559777717447,45,28,12,30,163,286
4258,0.025528949363260896,45,32,8,22,100,190
4259,0.013317849568260431,41,26,14,34,115,180
4260,0.01666795984143768,44,28,11,29,114,218
4261,0.020021454457765167,45,31,11,26,98,152
4262,0.019408239489904125,43,30,12,28,126,186
4263,0.009931516938266896,45,32,11,25,100,130
4264,0.01342086927226524,43,30,12,28,116,164
4265,0.006315365077376983,41,28,13,31,148,190
4266,0.015366507547872183,44,30,11,27,107,164
4267,0.01885970985803543,45,30,12,28,140,218
4268,0.011336650790889885,45,29,11,28,149,250
4269,0.014226663409822822,44,32,10,24,113,176
4270,0.011650483131750537,44,31,11,26,107,170
4271,0.0062067832034538375,44,30,11,27,103,146
4272,0.028655522270351064,43,29,12,29,138,198
4273,0.016280453944299,45,31,12,27,117,144
4274,0.00954165246729479,44,31,13,28,121,142
4275,0.015924131883698383,40,25,12,33,113,220
4276,0.01907815018773032,45,28,12,30,160,296
4277,0.017490748657666873,45,28,11,29,132,264
4278,0.021947059995947413,44,29,13,30,153,222
4279,0.01073137147160828,42,30,11,27,106,166
4280,0.01261023517843457,45,30,12,28,134,232
4281,0.012358297004414001,42,29,14,31,126,146
4282,0.03146964088903517,45,27,15,34,137,182
4283,0.031093492846255545,42,27,10,29,110,214
4284,0.020310895334453204,44,30,13,29,95,140
4285,0.022357114423995857,45,29,12,29,118,178
4286,0.01423798484171835,44,26,11,31,137,268
4287,0.00875801906190378,44,25,15,36,123,198
4288,0.014246364035489366,46,31,9,24,101,170
4289,0.025043760606307044,46,28,12,30,141,258
4290,0.020658885777614322,44,32,12,26,134,176
4291,0.011398099438681811,44,30,11,27,160,254
4292,0.024826499674436116,44,30,12,28,126,192
4293,0.01848961501577133,45,28,10,28,92,156
4294,0.009793147235352233,42,28,11,29,124,196
4295,0.009131575593639342,45,30,11,27,104,200
4296,0.021679523798344105,46,29,10,27,119,216
4297,0.012541614083884638,42,32,10,24,97,138
4298,0.013105740371119091,44,29,12,29,107,170
4299,0.011208436432333588,44,32,12,26,132,174
4300,0.017160218333652943,45,31,11,26,102,156
4301,0.02827497013156155,43,33,9,22,65,110
4302,0.024514320044528047,46,30,11,27,147,222
4303,0.012849523940546184,44,30,11,27,157,250
4304,0.0158298459570885,43,27,13,32,109,172
4305,0.020021454457765167,44,28,14,32,123,174
4306,0.014182352218100505,45,32,11,25,107,152
4307,0.021772429554402034,44,29,12,29,164,260
4308,0.01566421840501356,44,33,10,23,105,146
4309,0.013894719246535951,43,31,11,26,101,154
4310,0.018209978032178997,42,33,9,22,74,134
4311,0.01017841065835004,45,30,14,30,146,182
4312,0.020429134094680158,46,31,12,27,92,136
4313,0.014712451050559308,45,28,11,29,117,192
4314,0.014559652675344474,46,29,11,28,139,278
4315,0.01589904636956093,43,30,11,27,82,130
4316,0.010230452611409924,45,31,11,26,109,160
4317,0.013231256209376582,45,31,9,24,107,222
4318,0.02488409989436203,45,27,14,33,166,230
4319,0.02806424866196955,43,25,15,36,159,252
4320,0.015901532933369038,44,34,8,20,104,204
4321,0.009669560866498186,43,29,12,29,135,244
4322,0.014693118319916345,44,33,11,24,102,120
4323,0.016488109462036493,44,28,12,30,138,222
4324,0.013678250413712088,40,26,14,34,116,178
4325,0.02273888902564332,43,28,12,30,119,194
4326,0.007798419798812503,42,28,14,32,147,210
4327,0.022316263150027715,45,26,16,36,153,192
4328,0.019372583011632222,45,31,12,27,116,164
4329,0.01659113890681961,45,30,12,28,109,142
4330,0.009319097412539099,43,29,12,29,115,188
4331,0.010086441841473719,45,30,13,29,128,158
4332,0.01482243134876288,46,32,12,26,112,136
4333,0.013815510472249437,43,31,13,28,99,114
4334,0.006817502482754784,46,26,14,34,152,240
4335,0.01876093172531023,45,31,11,26,114,174
4336,0.020021454457765167,46,30,11,27,117,174
4337,0.015507635414099455,41,26,14,34,168,258
4338,0.012350466838515192,44,31,10,25,101,172
4339,0.01888215280082319,40,30,12,28,87,114
4340,0.01136595327895874,42,25,14,35,132,210
4341,0.012550257847604315,43,31,8,23,89,158
4342,0.026440495238640276,42,30,10,26,101,170
4343,0.025937867909376692,46,31,10,25,102,186
4344,0.010757680906063636,44,31,13,28,116,152
4345,0.013020755375773213,45,28,11,29,105,198
4346,0.015533648889727157,43,29,15,32,145,166
4347,0.027154789612608587,42,31,12,27,98,126
4348,0.014920122103692951,45,27,11,30,100,184
4349,0.012524097248856551,45,29,16,33,132,144
4350,0.011114329730810224,46,31,12,27,122,144
4351,0.021273092709322525,44,29,13,30,114,182
4352,0.017955212107513843,45,27,13,32,159,232
4353,0.019460128795549106,45,31,10,25,126,238
4354,0.00937453517604682,45,32,10,24,95,134
4355,0.012456532929560338,45,32,13,27,118,124
4356,0.024505680597964236,43,30,13,29,122,170
4357,0.02081510731868333,39,26,13,33,178,278
4358,0.02708637833266877,45,29,12,29,138,230
4359,0.01401809376811769,45,29,13,30,153,204
4360,0.029139976743254484,43,29,13,30,113,158
4361,0.01752230478509645,45,34,9,21,87,132
4362,0.01085590515545344,45,29,11,28,146,236
4363,0.012132566437496602,44,32,9,23,118,274
4364,0.016270846983232008,45,28,12,30,138,246
4365,0.01387531362109673,45,26,10,30,140,290
4366,0.012659435712553735,45,27,15,34,163,216
4367,0.012211123078541275,45,31,11,26,122,170
4368,0.012838045945319732,45,31,10,25,107,176
4369,0.009595218669781455,43,31,10,25,103,186
4370,0.019074484066645213,46,30,9,25,76,154
4371,0.014537983099210602,46,32,14,28,134,134
4372,0.011839911702250502,46,27,11,30,147,280
4373,0.01362375490480662,44,26,14,34,110,176
4374,0.022435111094891512,44,28,13,31,178,382
4375,0.022112503146396817,45,33,13,26,120,120
4376,0.014701530477174998,44,27,12,31,146,264
4377,0.01470196530243087,43,27,11,30,167,364
4378,0.02015378119445913,42,27,14,33,128,206
4379,0.008503665376359403,44,31,11,26,97,136
