bootstrap_replicate,bootstrap_statistic,n_contributing_bootstrap_clusters,n_unique_source_patients,n_source_patients_selected_more_than_once,n_bootstrap_copies_from_repeated_source_patients,n_profiles_from_repeated_source_patient_copies,n_pre_exclusion_zero_distance_external_candidates
1251,0.01638992228711467,44,28,12,30,133,220
1252,0.014949382904965225,43,27,14,33,132,216
1253,0.021820732245557244,45,30,12,28,173,244
1254,0.007927066795119238,45,26,10,30,94,194
1255,0.0243840562173298,44,28,13,31,154,242
1256,0.014186536067943359,43,29,12,29,136,230
1257,0.009210615110523915,43,27,13,32,183,282
1258,0.02244198529490462,45,32,11,25,116,178
1259,0.01611671357980117,43,30,11,27,94,154
1260,0.016623700976762856,42,26,16,36,151,208
1261,0.02053928386286185,43,34,9,21,79,112
1262,0.02015539826355172,44,33,10,23,72,100
1263,0.007798419798812503,43,27,14,33,137,194
1264,0.007254441194009892,46,28,13,31,148,202
1265,0.007632290471168361,46,29,12,29,134,222
1266,0.020158310923606766,43,28,11,29,128,234
1267,0.018594020436539925,46,28,16,34,132,150
1268,0.011257326261017192,44,29,11,28,122,242
1269,0.017646608738355433,44,30,14,30,110,128
1270,0.012636688716571115,43,28,16,34,180,268
1271,0.012370946416322942,46,29,10,27,129,232
1272,0.014368720639938291,45,35,11,22,130,130
1273,0.01661778901349406,45,33,11,24,105,120
1274,0.016674719825750632,41,29,13,30,114,146
1275,0.018209978032178997,40,27,12,31,91,162
1276,0.019764626850526712,42,31,10,25,88,140
1277,0.015040821633655548,42,26,15,35,131,198
1278,0.016841279999966242,42,31,12,27,120,214
1279,0.019361895653640895,42,30,10,26,77,154
1280,0.013648707958307638,42,32,10,24,100,130
1281,0.02287992671687812,43,32,9,23,95,158
1282,0.025138674755600943,45,29,12,29,131,196
1283,0.01887561331481173,43,29,14,31,149,218
1284,0.011059144387656886,44,32,13,27,111,120
1285,0.023996867461130174,45,31,11,26,99,142
1286,0.016049793162583356,45,29,12,29,132,178
1287,0.016581163409116598,44,30,10,26,133,276
1288,0.014178584515202736,45,32,11,25,110,140
1289,0.00933339004426608,43,25,17,38,159,216
1290,0.023533149052227545,45,29,11,28,109,210
1291,0.018204772306700347,45,28,10,28,158,300
1292,0.011258233038658153,43,29,13,30,135,196
1293,0.019492447838628107,43,32,12,26,94,130
1294,0.021793359626704374,44,30,11,27,136,220
1295,0.009263659649031378,45,28,13,31,152,256
1296,0.010290969854678929,44,28,15,33,127,148
1297,0.012838045945319732,45,30,10,26,98,164
1298,0.016623700976762856,44,31,11,26,114,186
1299,0.013868844997472665,45,35,9,20,92,122
1300,0.016226858745217572,45,28,12,30,122,196
1301,0.012481735491837856,44,29,11,28,97,168
1302,0.019668794194344492,42,29,13,30,132,206
1303,0.026413561308566758,46,27,12,31,178,346
1304,0.007406759106125923,44,28,15,33,137,182
1305,0.013748609750698044,44,28,13,31,122,194
1306,0.014399640689520592,45,26,12,32,124,228
1307,0.01672570897882314,44,37,8,17,61,76
1308,0.01287033796731353,44,29,13,30,109,154
1309,0.026166083403078487,45,30,12,28,113,178
1310,0.019287910529151686,45,31,11,26,145,220
1311,0.02440394232576676,41,29,13,30,112,160
1312,0.012953012784943999,46,28,12,30,131,226
1313,0.01793851547806976,46,27,13,32,112,180
1314,0.017286624522094347,41,29,13,30,117,158
1315,0.01752230478509645,45,33,10,23,82,112
1316,0.015533648889727157,43,28,11,29,102,176
1317,0.015365854703914009,45,25,14,35,153,222
1318,0.020427233020867484,45,33,12,25,114,126
1319,0.013573972441331204,43,29,14,31,151,186
1320,0.016211896371948073,44,29,13,30,102,156
1321,0.017994104738415725,44,27,13,32,169,306
1322,0.01794534217236577,44,30,13,29,117,162
1323,0.01881577071124358,42,26,13,33,146,230
1324,0.018027590224719385,44,28,13,31,118,160
1325,0.010604032908097867,46,31,9,24,83,156
1326,0.016526921462280908,41,30,11,27,130,214
1327,0.02523212251082886,44,27,14,33,118,184
1328,0.013518885085911161,42,29,14,31,126,150
1329,0.012254127464243786,44,33,11,24,102,120
1330,0.010608995285664703,45,30,10,26,89,152
1331,0.016038335951192723,44,31,9,24,145,430
1332,0.011817420674245516,44,28,15,33,142,196
1333,0.022022469303948966,44,30,12,28,100,136
1334,0.011833157238957615,44,26,13,33,183,324
1335,0.02218457032383559,45,29,12,29,163,296
1336,0.01424725959809147,44,28,13,31,103,176
1337,0.012282164958563865,43,28,11,29,116,214
1338,0.026461927784072685,44,27,11,30,112,216
1339,0.011391654548324123,43,32,14,28,138,138
1340,0.014527310593862253,43,29,12,29,124,196
1341,0.019925439987697503,41,26,11,31,120,224
1342,0.025809268590471127,45,31,13,28,112,136
1343,0.019039447495375058,44,28,14,32,114,154
1344,0.0161037936370838,43,30,13,29,138,186
1345,0.01894852671356298,45,31,9,24,111,260
1346,0.014914884428131603,46,27,16,35,139,166
1347,0.027170705182800514,40,26,12,32,125,210
1348,0.014116229477985891,44,27,14,33,134,212
1349,0.018782287566588014,46,26,13,33,128,218
1350,0.011670630738259285,44,31,11,26,106,142
1351,0.016558695090001185,46,32,11,25,101,134
1352,0.028351256601148466,46,30,12,28,137,180
1353,0.016049793162583356,44,30,12,28,118,158
1354,0.012425754016279475,44,23,12,35,133,340
1355,0.020418756814123182,44,30,12,28,102,154
1356,0.012282164958563865,43,30,11,27,76,110
1357,0.014659794246187973,44,32,11,25,92,122
1358,0.01649562693624764,43,34,9,21,99,138
1359,0.02569560453695531,44,27,12,31,103,184
1360,0.00952217242765924,46,32,11,25,115,172
1361,0.009626870471336361,46,29,10,27,104,216
1362,0.017463292471562968,44,31,10,25,88,150
1363,0.014284039340626525,44,27,14,33,116,182
1364,0.010948176270157817,45,27,11,30,151,288
1365,0.011622443641793274,44,31,12,27,116,152
1366,0.008414862607484572,45,29,15,32,125,152
1367,0.011391654548324123,44,28,13,31,145,208
1368,0.016026878739802075,43,31,15,30,130,130
1369,0.012037974271309496,45,32,10,24,86,140
1370,0.012172530302709858,43,29,13,30,124,180
1371,0.014481519297347464,44,29,13,30,132,198
1372,0.027545704295685855,45,27,14,33,141,214
1373,0.008776895773063523,44,31,10,25,97,196
1374,0.02093845884850752,43,29,12,29,142,266
1375,0.00937453517604682,46,30,11,27,128,224
1376,0.012701559777717447,43,30,12,28,149,264
1377,0.015308832147723397,43,31,11,26,81,130
1378,0.01595719376092715,46,24,13,35,159,292
1379,0.011336650790889885,45,30,13,29,142,202
1380,0.01526263123555938,44,31,12,27,105,132
1381,0.021760845610203514,43,27,16,35,146,164
1382,0.025324622339716232,43,28,14,32,140,176
1383,0.021672476142281745,41,27,14,33,134,188
1384,0.012837834937690827,45,32,10,24,84,140
1385,0.018066545273610568,45,33,9,22,55,86
1386,0.0259734659820548,44,31,9,24,131,268
1387,0.02380033861497307,44,29,11,28,136,234
1388,0.02212735520256247,44,30,13,29,130,190
1389,0.014186536067943359,43,28,13,31,120,186
1390,0.02218457032383559,45,27,16,35,170,200
1391,0.0163301571234276,45,30,14,30,108,120
1392,0.015507635414099455,43,31,12,27,95,122
1393,0.014011614203439257,44,29,12,29,104,158
1394,0.016238559433361388,43,31,8,23,80,162
1395,0.019842753121286125,44,24,14,36,149,298
1396,0.01721486627471927,41,28,14,32,116,146
1397,0.020438544614347673,43,30,13,29,123,168
1398,0.016355558253734845,43,30,14,30,129,144
1399,0.009077540894651511,42,30,12,28,81,112
1400,0.0172211828615334,44,32,13,27,97,112
1401,0.019286405438260795,45,29,12,29,163,276
1402,0.010252351308372515,44,26,14,34,121,196
1403,0.012882436950085563,44,30,12,28,127,212
1404,0.019842753121286125,43,29,15,32,122,146
1405,0.02069292813085912,43,30,12,28,88,138
1406,0.014896907980336889,44,30,12,28,126,168
1407,0.026641511233031438,43,28,12,30,115,166
1408,0.027837850309303427,43,28,16,34,148,160
1409,0.014984324768495955,44,29,15,32,152,194
1410,0.0216377254297606,46,29,15,32,142,174
1411,0.01907815018773032,45,28,11,29,106,200
1412,0.01680774619008992,44,28,12,30,122,202
1413,0.014698883267799858,42,31,13,28,108,132
1414,0.018179071975104096,42,32,13,27,111,114
1415,0.00672373863621005,46,31,13,28,129,174
1416,0.014732575979870238,44,29,11,28,137,286
1417,0.0150308014511608,46,34,8,20,57,94
1418,0.015192265202253332,44,27,12,31,138,256
1419,0.016585105408047356,44,26,12,32,114,204
1420,0.01557534634563193,41,27,13,32,166,314
1421,0.013387574999796998,46,28,14,32,138,174
1422,0.01697225456864814,44,31,13,28,124,160
1423,0.023859161040190112,46,28,14,32,166,226
1424,0.012116970226805489,42,31,10,25,142,300
1425,0.021840961652956056,46,31,10,25,127,194
1426,0.020794673381366886,44,27,15,34,117,154
1427,0.018262310813201177,46,32,12,26,124,136
1428,0.01401809376811769,45,32,10,24,126,168
1429,0.013358401484746284,44,28,13,31,108,170
1430,0.009713709918130302,43,31,13,28,108,124
1431,0.015839887492060757,43,31,9,24,82,148
1432,0.023607028610615907,44,25,14,35,148,274
1433,0.01192849172516608,43,26,13,33,118,220
1434,0.014832517143843565,43,31,10,25,155,270
1435,0.014011614203439257,43,25,14,35,137,226
1436,0.027480245140547477,43,32,10,24,109,142
1437,0.018900856442385622,44,33,9,22,109,160
1438,0.018723562697040938,43,32,10,24,97,154
1439,0.02379574180252813,43,29,10,27,115,234
1440,0.013868844997472665,43,26,13,33,124,202
1441,0.012370946416322942,45,30,13,29,119,158
1442,0.028370240424406244,45,30,13,29,134,182
1443,0.017767391989174576,43,30,11,27,93,144
1444,0.011466166670383016,40,28,12,30,114,164
1445,0.028937575993776964,43,29,13,30,145,208
1446,0.009661049314208761,44,30,14,30,132,150
1447,0.015308832147723397,43,26,12,32,119,238
1448,0.023268800975786555,46,29,12,29,140,270
1449,0.008944219071921854,44,28,11,29,110,204
1450,0.01211794442010352,46,28,12,30,158,280
1451,0.00568378416391957,44,26,14,34,152,286
1452,0.01954339279451589,45,29,13,30,163,238
1453,0.02164779248721503,43,28,12,30,140,218
1454,0.016961810906868623,44,32,12,26,124,148
1455,0.019550254742194573,45,26,13,33,133,232
1456,0.013921869037566273,45,25,12,33,147,278
1457,0.02515744639087134,46,30,11,27,124,172
1458,0.011391654548324123,43,29,12,29,98,158
1459,0.016577869851113994,45,29,12,29,132,186
1460,0.010870644660449614,44,32,12,26,87,114
1461,0.022625678948696853,45,29,12,29,139,210
1462,0.0293429904102254,45,29,15,32,179,194
1463,0.030715258068304795,41,25,14,35,154,270
1464,0.0186102252874542,46,31,12,27,117,162
1465,0.013434889400564157,41,28,12,30,120,200
1466,0.017428975990234602,43,29,13,30,148,214
1467,0.02508492825959989,43,28,13,31,169,286
1468,0.013539356154236178,42,30,11,27,83,132
1469,0.019227819126222494,42,33,10,23,74,98
1470,0.02749687276084324,45,26,13,33,126,196
1471,0.015422291757191266,41,27,14,33,113,164
1472,0.020075355885501148,46,31,12,27,95,128
1473,0.015535650940693015,46,28,13,31,116,168
1474,0.016778629138151202,44,32,13,27,108,132
1475,0.014184683751461154,45,31,12,27,116,164
1476,0.012337740129178015,45,30,13,29,136,166
1477,0.009172794444685148,46,28,13,31,126,194
1478,0.01235533539504468,46,27,13,32,122,200
1479,0.023427257281833435,45,28,12,30,181,448
1480,0.02213337847580421,45,30,13,29,140,212
1481,0.016384962252247726,46,26,14,34,145,220
1482,0.013665818624437602,45,32,11,25,103,128
1483,0.01310503377341421,44,26,12,32,123,214
1484,0.013048355568987948,46,28,14,32,112,166
1485,0.00977096879858328,43,29,14,31,168,278
1486,0.010056088408212698,45,31,11,26,107,162
1487,0.012115899568781688,45,29,11,28,156,302
1488,0.0227975841323088,44,30,12,28,113,158
1489,0.02838240597983728,45,26,15,35,148,220
1490,0.0114099391197321,45,29,11,28,108,188
1491,0.02789203067765869,43,30,14,30,124,136
1492,0.021097055052696472,46,31,12,27,121,166
1493,0.011015606025240238,45,29,12,29,136,224
1494,0.011141379243554246,45,32,12,26,130,146
1495,0.024082140796106787,44,31,12,27,104,142
1496,0.017434357644564302,43,29,12,29,130,230
1497,0.016716021258787007,40,30,10,26,71,116
1498,0.013003588863244084,45,27,13,32,130,200
1499,0.02081510731868333,39,25,16,37,167,224
1500,0.019562833859538845,45,27,13,32,156,308
1501,0.027129741583890657,44,33,10,23,94,124
1502,0.014068447770122727,43,30,11,27,95,144
1503,0.011404242846655921,43,28,10,28,123,268
1504,0.012770424842900162,45,29,11,28,158,370
1505,0.016946482124770842,44,33,11,24,82,106
1506,0.015271219188422738,43,29,11,28,98,150
1507,0.017492943557568315,44,32,12,26,141,198
1508,0.02522538633981164,44,30,14,30,142,154
1509,0.024050804046467693,41,28,12,30,136,196
1510,0.014910570256553117,44,36,10,20,78,78
1511,0.01273446924608293,45,31,12,27,133,160
1512,0.014971529046439606,44,28,12,30,103,196
1513,0.021994383196992845,44,34,10,22,93,126
1514,0.013871150084271977,43,28,12,30,122,206
1515,0.012027432860578582,44,27,13,32,109,194
1516,0.012724659808530044,42,29,13,30,126,200
1517,0.015459268055083977,45,32,11,25,101,150
1518,0.012283767471592197,45,32,11,25,103,152
1519,0.01896606777251443,43,31,11,26,113,176
1520,0.018952734051716685,42,28,15,33,110,132
1521,0.01918032103644742,44,31,10,25,98,192
1522,0.014011614203439257,44,30,12,28,131,176
1523,0.012849523940546184,44,27,13,32,137,242
1524,0.014470716358205089,46,30,13,29,109,142
1525,0.015507635414099455,43,29,11,28,114,192
1526,0.010294527508566145,43,29,13,30,181,346
1527,0.018261763131433482,44,32,10,24,90,124
1528,0.013496451221869581,44,32,10,24,85,136
1529,0.018723562697040938,44,29,13,30,118,178
1530,0.013198606252291259,45,29,13,30,144,184
1531,0.016565754880178314,44,27,14,33,144,208
1532,0.016322333876648068,46,31,11,26,90,132
1533,0.016962737643401806,46,28,14,32,178,246
1534,0.017931493472540153,43,28,11,29,131,246
1535,0.012667917185877578,42,32,13,27,107,110
1536,0.017170011658834076,41,28,10,28,77,158
1537,0.012041370286476578,44,29,14,31,104,132
1538,0.015531344468288633,45,30,13,29,140,194
1539,0.014847457795809545,45,32,11,25,154,258
1540,0.012835701822650175,44,29,15,32,158,200
1541,0.013679759541658808,42,28,14,32,88,130
1542,0.009164523965176037,46,29,12,29,137,206
1543,0.014434290338424048,44,30,11,27,143,280
1544,0.03169025361747954,45,27,12,31,112,208
1545,0.013360027568421848,45,36,8,18,59,80
1546,0.016934107242488616,44,30,12,28,115,210
1547,0.016150607379397067,43,30,10,26,85,156
1548,0.01876488852373835,43,30,12,28,99,136
1549,0.012290525543551426,42,28,13,31,109,164
1550,0.01711162806349502,44,30,11,27,95,146
1551,0.0118514097364842,43,29,11,28,152,322
1552,0.019287910529151686,43,29,12,29,106,148
1553,0.007938135818439024,45,29,11,28,131,226
1554,0.017262289090395996,43,32,11,25,70,100
1555,0.018262310813201177,44,34,10,22,85,100
1556,0.022494176572697026,44,29,12,29,127,202
1557,0.021041196907779572,44,30,12,28,111,162
1558,0.012566267647879867,46,31,11,26,112,176
1559,0.006774057567486669,45,29,11,28,120,210
1560,0.01687700562695158,45,25,13,34,145,262
1561,0.0041129634649150065,45,28,13,31,114,166
1562,0.017433263672278848,44,31,10,25,137,276
1563,0.012812333344967342,43,29,10,27,128,280
1564,0.016619855897126126,46,28,12,30,130,226
1565,0.012282164958563865,45,29,9,26,101,202
1566,0.014323444520114845,43,27,13,32,117,180
1567,0.018066545273610568,45,33,12,25,110,116
1568,0.01867653353573761,43,28,13,31,168,286
1569,0.013491738167671949,46,30,13,29,129,180
1570,0.016026878739802075,45,25,15,36,193,354
1571,0.02210651208966425,44,30,13,29,93,120
1572,0.013307676222148075,44,30,12,28,148,216
1573,0.002602642518249945,46,28,12,30,121,194
1574,0.016634979143390922,44,30,12,28,126,192
1575,0.015176550029344139,44,31,13,28,145,166
1576,0.013214872292646306,44,30,12,28,94,138
1577,0.023292276976606744,44,28,14,32,140,206
1578,0.012568381590582295,43,31,10,25,103,184
1579,0.0088804011789353,43,30,11,27,127,196
1580,0.007859120225809278,43,30,11,27,112,184
1581,0.022704062290560267,45,26,12,32,157,334
1582,0.012566267647879867,46,34,11,23,96,120
1583,0.013518885085911161,43,29,13,30,125,158
1584,0.012914002645151468,44,34,10,22,84,102
1585,0.01873637920232985,43,34,10,22,91,130
1586,0.023541118696567682,42,27,10,29,86,174
1587,0.022153945075593623,45,32,10,24,109,178
1588,0.022153945075593623,44,29,12,29,158,254
1589,0.013201478560657183,45,31,9,24,113,208
1590,0.008658145655113629,44,30,12,28,126,198
1591,0.026179757292230744,44,28,13,31,137,234
1592,0.01651872503704218,45,30,13,29,123,164
1593,0.016663769850991945,44,26,15,35,154,224
1594,0.019796456998544064,45,33,11,24,72,84
1595,0.019028246270890153,46,26,15,35,165,284
1596,0.024978654482584534,45,30,10,26,76,126
1597,0.01843097986796712,44,30,12,28,87,120
1598,0.015271219188422738,42,28,11,29,103,184
1599,0.01633667053038674,45,28,15,33,116,146
1600,0.011641236977524987,44,30,13,29,160,208
1601,0.024592560960018786,45,29,12,29,126,200
1602,0.011706033765554125,44,32,8,22,77,146
1603,0.01661778901349406,45,28,12,30,117,180
1604,0.018048131100802455,44,30,11,27,100,152
1605,0.022663424206447826,42,28,10,28,74,154
1606,0.02451609964057324,43,25,14,35,130,216
1607,0.013381996920393269,45,30,11,27,101,164
1608,0.013470527870168711,43,26,13,33,159,300
1609,0.0263769018870719,44,26,13,33,126,222
1610,0.017262289090395996,41,31,11,26,116,142
1611,0.017603281959523362,45,25,17,38,185,254
1612,0.02342855279956283,46,27,14,33,123,196
1613,0.014353120833195357,46,30,12,28,159,230
1614,0.008076085104028366,45,32,10,24,127,202
1615,0.02026303831971648,46,26,13,33,151,248
1616,0.008316541115111677,42,32,9,23,79,124
1617,0.011305863413729411,44,32,11,25,113,176
1618,0.01182302608476004,46,27,12,31,119,188
1619,0.00803812024146304,45,31,12,27,140,194
1620,0.012381769382639941,44,31,14,29,102,120
1621,0.019994579972826915,45,29,14,31,127,154
1622,0.01586783772404005,44,26,12,32,141,318
1623,0.014547723164676805,42,29,14,31,92,110
1624,0.032049102220582625,41,28,12,30,125,220
1625,0.011544826649768358,42,28,13,31,138,220
1626,0.013017213527343335,45,29,12,29,149,230
1627,0.017643951009382285,46,29,12,29,110,178
1628,0.02522538633981164,45,26,13,33,147,354
1629,0.02591059549040528,44,31,13,28,85,100
1630,0.019302741013725817,44,30,13,29,141,174
1631,0.02192595951393485,44,26,15,35,110,168
1632,0.01218204572435646,44,28,14,32,154,242
1633,0.012284274385483601,44,29,12,29,143,240
1634,0.011284494201910706,44,28,13,31,123,180
1635,0.018348817636055337,42,30,11,27,100,154
1636,0.017132045535206322,43,29,13,30,134,178
1637,0.02201163509363198,44,29,13,30,136,202
1638,0.012370946416322942,45,29,12,29,117,160
1639,0.01747005390412338,40,24,16,38,155,210
1640,0.015117994948404902,46,29,12,29,98,158
1641,0.016922648674514405,44,33,12,25,101,110
1642,0.009809990090686532,43,28,14,32,135,186
1643,0.019842753121286125,41,24,13,35,132,262
1644,0.025402273233338477,43,29,12,29,144,202
1645,0.016238559433361388,43,32,9,23,85,144
1646,0.012974808675621473,44,28,13,31,156,222
1647,0.019308941239263515,45,31,12,27,83,110
1648,0.020433672651328692,43,31,13,28,103,136
1649,0.013417622143522032,45,31,12,27,97,124
1650,0.019273467563010044,44,29,16,33,136,142
1651,0.016248680316578723,44,30,11,27,93,152
1652,0.019156689140375806,44,29,12,29,133,172
1653,0.02382688951549801,46,33,11,24,131,170
1654,0.008709407203205878,42,30,13,29,114,132
1655,0.01983699653192997,44,31,9,24,89,150
1656,0.01299809424257714,46,27,12,31,130,232
1657,0.02273830274405786,45,28,12,30,122,170
1658,0.016150607379397067,45,30,12,28,106,172
1659,0.01594110674457703,45,30,13,29,94,124
1660,0.03386915329300218,43,28,13,31,96,144
1661,0.01273446924608293,45,28,16,34,136,154
1662,0.014302575782147858,45,30,12,28,122,182
1663,0.011039686746989085,44,27,15,34,111,144
1664,0.019216091603735868,46,28,11,29,139,298
1665,0.020195355252354885,44,27,12,31,148,220
1666,0.011832662054822446,46,25,15,36,133,190
1667,0.014308371079197826,46,27,13,32,130,216
1668,0.01557338165158513,44,29,12,29,139,202
1669,0.010852067302714263,45,30,13,29,128,170
1670,0.013868844997472665,45,25,14,35,135,222
1671,0.019673825111827477,42,30,10,26,80,126
1672,0.013749057041927262,44,29,15,32,125,158
1673,0.023155231609909177,45,30,13,29,89,110
1674,0.016853792015324782,43,35,9,20,66,78
1675,0.016653108044881973,44,31,11,26,136,214
1676,0.018900856442385622,46,28,14,32,107,146
1677,0.016270846983232008,45,30,9,25,81,168
1678,0.008896822639244004,41,32,10,24,119,166
1679,0.018991256308610968,45,30,11,27,86,128
1680,0.022614304607490424,46,28,13,31,168,248
1681,0.026235445240973196,45,27,11,30,107,210
1682,0.009723271785744492,44,30,14,30,138,162
1683,0.013897883039111228,45,29,11,28,114,174
1684,0.02025881303261625,45,31,12,27,113,154
1685,0.025859384938311615,44,29,10,27,128,242
1686,0.015743631422725498,42,30,10,26,113,182
1687,0.02150241560337567,46,28,12,30,122,212
1688,0.02534066658497919,44,28,11,29,148,260
1689,0.019201600968489406,45,30,10,26,104,160
1690,0.01687975805779747,44,33,9,22,90,154
1691,0.015985391721679305,42,26,12,32,102,190
1692,0.017262289090395996,43,26,17,37,127,172
1693,0.020394075462461442,40,26,13,33,136,238
1694,0.02370417530140148,45,27,12,31,95,162
1695,0.009712597457312858,43,30,12,28,126,184
1696,0.006906648723005428,45,27,12,31,113,200
1697,0.027020288580204388,41,29,13,30,106,134
1698,0.010277505521376587,45,33,11,24,74,92
1699,0.009263659649031378,44,34,10,22,108,132
1700,0.020796324411400502,44,29,13,30,141,210
1701,0.016990678228793243,45,34,9,21,113,140
1702,0.02073118098674586,41,31,10,25,111,216
1703,0.012849523940546184,44,27,13,32,142,232
1704,0.012921863141676433,46,27,15,34,134,176
1705,0.021073030553992213,44,34,10,22,78,102
1706,0.020412810270865334,44,29,12,29,121,208
1707,0.014198813764128071,42,30,12,28,127,190
1708,0.016038335951192723,44,27,13,32,147,222
1709,0.016243669999668336,46,30,13,29,109,142
1710,0.004265924467867395,46,25,13,34,173,340
1711,0.01740815031494737,44,27,12,31,154,308
1712,0.01507861507896972,44,32,11,25,119,152
1713,0.02708500320479166,45,30,13,29,112,148
1714,0.02615629888038952,46,30,11,27,131,258
1715,0.016248680316578723,46,29,10,27,107,206
1716,0.018820556114866667,43,32,11,25,109,144
1717,0.015016306988787233,44,29,11,28,110,196
1718,0.014950699369659242,44,28,12,30,136,244
1719,0.01907815018773032,43,30,13,29,110,140
1720,0.008776895773063523,44,27,14,33,129,220
1721,0.019284813642030975,42,29,12,29,110,172
1722,0.014563393415867952,40,28,11,29,107,176
1723,0.020122239172542744,46,29,11,28,134,180
1724,0.016205699375821156,45,28,14,32,129,184
1725,0.02035110463737648,43,30,12,28,102,150
1726,0.009789500329969895,46,29,16,33,128,140
1727,0.013763667010515318,41,28,15,33,115,136
1728,0.00937453517604682,42,29,9,26,135,308
1729,0.015199021275964897,44,29,14,31,138,198
1730,0.01545809208417434,46,27,12,31,138,244
1731,0.027150486860802903,45,30,12,28,106,178
1732,0.01864534335382885,44,29,12,29,140,244
1733,0.01851704384840533,43,32,12,26,104,146
1734,0.012983313677209403,46,32,11,25,156,248
1735,0.014266645374172389,45,28,15,33,121,176
1736,0.01399098085976417,44,26,11,31,132,284
1737,0.022310271867855835,44,31,12,27,102,138
1738,0.005767536953113911,45,30,11,27,115,164
1739,0.019842753121286125,40,29,13,30,131,182
1740,0.02619898961182829,43,25,15,36,172,280
1741,0.012282164958563865,45,31,11,26,125,182
1742,0.00898681449214457,44,33,11,24,108,132
1743,0.021711042590260896,42,31,9,24,102,226
1744,0.01436454590958381,43,31,12,27,114,144
1745,0.021825223897242868,45,26,10,30,120,276
1746,0.011185405855696568,46,28,13,31,117,180
1747,0.018983272493012335,43,29,14,31,159,216
1748,0.013883236779433317,45,28,14,32,165,228
1749,0.013003588863244084,43,30,10,26,120,202
1750,0.016498983447172003,43,32,10,24,76,136
1751,0.02322537216678349,44,28,13,31,123,182
1752,0.01229525830622543,44,29,12,29,154,256
1753,0.015797459491086602,45,31,10,25,121,190
1754,0.009263659649031378,44,31,12,27,118,166
1755,0.01215596866435234,44,27,12,31,135,250
1756,0.0038452340268849625,45,24,15,37,187,342
1757,0.013253524719787108,43,28,11,29,109,206
1758,0.0158370661701967,42,27,14,33,145,184
1759,0.01836797051711457,44,29,12,29,108,170
1760,0.014184947838970396,45,31,12,27,104,190
1761,0.014690609903790688,43,32,12,26,120,150
1762,0.008414862607484572,45,28,11,29,150,306
1763,0.012944915751117059,44,26,13,33,135,264
1764,0.0194790444884166,44,29,16,33,112,118
1765,0.014186536067943359,44,30,12,28,106,162
1766,0.021316304747480818,44,29,10,27,105,210
1767,0.012509276362126731,43,28,14,32,150,218
1768,0.015441099329516192,43,29,13,30,105,156
1769,0.018338816248006,45,26,13,33,124,266
1770,0.01341669763294958,42,31,12,27,108,128
1771,0.01624367164082455,44,31,11,26,112,170
1772,0.015362865652623,46,29,12,29,138,224
1773,0.020079343759058774,45,28,12,30,124,196
1774,0.012099337570443677,46,29,12,29,98,146
1775,0.01535302360337916,45,34,10,22,120,150
1776,0.016558695090001185,43,31,14,29,119,122
1777,0.02236499901785992,43,28,13,31,109,154
1778,0.016049793162583356,45,30,14,30,99,120
1779,0.02067103938366937,42,28,11,29,109,248
1780,0.018059982686388698,41,31,8,23,88,198
1781,0.01896606777251443,43,28,15,33,158,224
1782,0.026481238922701156,43,24,15,37,141,212
1783,0.024641823143407474,45,27,12,31,139,222
1784,0.016150607379397067,45,30,9,25,94,182
1785,0.015850096510047155,44,30,11,27,129,204
1786,0.013381996920393269,44,28,15,33,176,236
1787,0.016809791415659817,45,29,11,28,100,166
1788,0.011317888002028754,46,29,11,28,123,186
1789,0.017080637730389175,45,29,14,31,125,158
1790,0.01581086559089496,45,29,13,30,122,176
1791,0.023895334491585582,40,27,12,31,82,132
1792,0.013316747826427708,44,29,13,30,80,108
1793,0.016402913151970677,45,29,10,27,109,208
1794,0.01253664985631947,45,30,11,27,142,274
1795,0.02183687085340273,44,32,11,25,115,142
1796,0.01808466784055308,42,25,13,34,154,400
1797,0.019688293242443276,45,30,11,27,84,126
1798,0.011904683470980733,41,31,11,26,116,178
1799,0.019074596396710546,45,29,14,31,139,172
1800,0.02081510731868333,44,30,12,28,131,176
1801,0.019385498689412667,44,33,12,25,91,124
1802,0.015199021275964897,45,34,8,20,79,126
1803,0.021367367830672328,46,28,12,30,120,200
1804,0.010438618712689397,44,28,12,30,127,208
1805,0.02104716659596321,43,30,10,26,114,210
1806,0.014505016026463764,42,29,16,33,124,130
1807,0.01677562208410207,41,32,10,24,95,122
1808,0.023691223463184446,43,30,15,31,128,140
1809,0.02039643551096062,46,30,13,29,115,142
1810,0.01739697534844538,44,30,12,28,114,184
1811,0.010245445005326231,45,27,12,31,159,282
1812,0.024949800152767848,44,29,12,29,94,156
1813,0.01607505488622943,43,29,12,29,147,242
1814,0.010432649282947223,44,31,10,25,116,184
1815,0.013935060796846824,44,31,12,27,132,172
1816,0.02372996838191374,44,31,10,25,103,184
1817,0.019997235245035022,45,33,11,24,114,132
1818,0.02486490788821713,43,28,12,30,91,196
1819,0.015558638871052105,44,31,11,26,100,136
1820,0.017262289090395996,43,28,15,33,152,188
1821,0.022112503146396817,45,30,12,28,132,204
1822,0.014003772199175278,46,30,14,30,95,116
1823,0.004905802945372989,44,28,12,30,101,224
1824,0.008179928027674185,45,26,13,33,135,222
1825,0.013040369256030426,42,29,14,31,130,172
1826,0.019292986986812567,46,33,11,24,123,162
1827,0.016971225437036302,43,25,11,32,95,192
1828,0.012509276362126731,43,29,12,29,128,188
