analysis,n_samples,patient_factor_levels,patient_factor_df,observed_raw_pseudo_r2,observed_df_adjusted_pseudo_r2,permuted_null_median_raw_pseudo_r2,permuted_null_q025_raw_pseudo_r2,permuted_null_q975_raw_pseudo_r2,raw_pseudo_r2_excess_over_null_median,upper_tail_randomization_p,n_design_permutations,permutation_scheme
patient_identity_pseudo_r2_stage_preserving_null,195,46,45,0.38813914636768326,0.20334895567335953,0.24565428778295628,0.19036007740951086,0.33110278457063513,0.14248485858472698,0.0007,9999,patient labels independently permuted within visit ordinal; each visit retains its observed patient-label set and sample count
