analysis,n_design_permutations,n_contributing_patients,observed_median_between_minus_within_distance,permuted_null_median,permuted_null_q025,permuted_null_q975,observed_minus_permuted_null_median,upper_tail_randomization_p,two_sided_randomization_p_centered_on_null_median,two_sided_extremeness_definition,permutation_scheme
bray_exact_visit_pair_matched_design_preserving_permutation,9999,44,0.01425971434700048,-0.0021502580764276615,-0.010056281100859842,0.005982154009343801,0.01640997242342814,0.0001,0.0001,absolute deviation from the design-preserving randomization-null median,patient labels independently permuted within visit ordinal; exact unordered visit-pair comparator structure rebuilt after each relabeling
