analysis,n_cluster_bootstrap_replicates,original_n_patient_clusters,original_n_contributing_patient_clusters,observed_median_between_minus_within_distance,ci95_low,ci95_high,bootstrap_median,bootstrap_contributing_clusters_median,bootstrap_contributing_clusters_min,bootstrap_contributing_clusters_max,bootstrap_scheme,same_original_copy_external_exclusion,bootstrap_replicates_with_repeated_source_patient,bootstrap_proportion_with_repeated_source_patient,bootstrap_median_pre_exclusion_zero_distance_external_candidates,bootstrap_max_pre_exclusion_zero_distance_external_candidates,inferential_role
bray_same_or_adjacent_visit_patients_at_least_3_visits_full_recomputation_cluster_bootstrap,4999,34,34,0.014180901722740218,0.006948718255487994,0.031893872994372685,0.015425296919901008,34.0,34,34,resample 34 patient clusters with replacement; assign every selected copy a distinct bootstrap cluster label; rebuild the full within-patient and visit-stage-matched between-patient comparator pools; exclude copies sharing a source patient from one another's external pools; and recompute patient medians,True,4999,1.0,158.0,522,supporting restriction uncertainty interval; it is not a second primary null-hypothesis test
