analysis,n_contributing_patients,n_contributing_profiles,patient_median_within_distance,patient_median_matched_between_distance,patient_median_between_minus_within_distance,relative_gap_vs_patient_median_within_distance,between_to_within_distance_ratio
primary_bray_same_or_adjacent_visit,44,193,0.08174464611093013,0.10090752944110762,0.015346642487692082,0.18773880881282662,1.2344237114216976
