analysis,n_cluster_bootstrap_replicates,original_n_patient_clusters,original_n_contributing_patient_clusters,observed_median_between_minus_within_distance,ci95_low,ci95_high,bootstrap_median,bootstrap_contributing_clusters_median,bootstrap_contributing_clusters_min,bootstrap_contributing_clusters_max,bootstrap_scheme,same_original_copy_external_exclusion,bootstrap_replicates_with_repeated_source_patient,bootstrap_proportion_with_repeated_source_patient,bootstrap_median_pre_exclusion_zero_distance_external_candidates,bootstrap_max_pre_exclusion_zero_distance_external_candidates,inferential_role
primary_bray_same_or_adjacent_visit_full_recomputation_cluster_bootstrap,4999,46,44,0.015346642487692082,0.007571629621049444,0.028275668161430893,0.01586783772404005,44.0,37,46,resample 46 patient clusters with replacement; assign every selected copy a distinct bootstrap cluster label; rebuild the full within-patient and visit-stage-matched between-patient comparator pools; exclude copies sharing a source patient from one another's external pools; and recompute patient medians,True,4999,1.0,182.0,568,uncertainty interval only; primary null-hypothesis inference uses the separate within-visit patient-label permutation test
